id_v21,classe_triagem_original,titulo,autores,ano,doi,arquivo_pdf,sha256_pdf,paginas_pdf,desenho_assistido,setor_assistido,mecanismos_assistidos,camadas_assistidas,pagina_evidencia_assistida,trecho_evidencia_assistida,decisao_assistida_integral,justificativa_assistida,qualidade_jbi_casp,cerqual,limitacoes_assistidas,decisao_final_autor,justificativa_final_autor,pagina_decisao_final,data_validacao_autor,decisao_proposta_assistida,justificativa_proposta_assistida,status,objeto_direto_semantico,contexto_regulado_semantico,contribuicao_substantiva_semantico,pontuacao_semantica,decisao_semantica_automatizada,justificativa_semantica_automatizada
NEW-0021,,Mass Media Narratives of Psychiatric Adverse Events Associated With Generative AI Chatbots: Rapid Scoping Review.,"Chung VH, Bernier P, Hudon A.",2026,10.2196/93040,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0021.pdf,97b4b3e39e54b4eae83da4c13e8b3899ae00b2ddd8c2fff4428ab6dd88c04719,15,revisão/survey,saúde; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"es with nonmissing data. Conclusions: Mass media reporting of generative AI–related psychiatric harms is concentrated around severe outcomes, particularly suicide deaths among youth, and is frequently framed within regulatory and corporate accountability narratives. While causality cannot be established from media reports, consistent patterns of high-intensity interactions, user vulnerability, and limited safeguard reporting highlight the need for structured safety surveillance, transparent AI risk auditing, and clearer governance frameworks. As generative AI becomes increasingly integrated into everyday psychosocial contexts, systematic research and JMIR Ment Healt",candidata a evidência de apoio — confirmar critérios,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_incluir_apoio,"Relevante, mas a contribuição substantiva/regulatória parece periférica; confirmar leitura integral.",validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
NEW-0022,,"Operationalizing Generative AI in Software Product Management: A Review of Managerial Use-Cases, Governance, and Ethical Guardrails",Gaurij Mahajan,2026,10.31224/6204,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0022.pdf,c4d699ced5f543a7d57f6317e6b5ccf9d2f577370592a304ae9b88298d43b911,8,revisão/survey,saúde; finanças; jurídico/regulatório; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"Operationalizing Generative AI in Software Product Management: A Review of Managerial Use-Cases, Governance, and Ethical Guardrails Gaurij Mahajan Email: mahajangaurij@gmail.com Abstract— This paper synthesizes recent evidence on how generative AI reshapes software product management across discovery-to-delivery workflows, emphasizing managerial deci - sions, outcomes, and governance. Drawing on studies spanning market analysis, positioning, customer insight, requirements en - gineering, Agile execution, UI/UX, an",candidata a evidência de apoio — confirmar critérios,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_incluir_apoio,"Relevante, mas a contribuição substantiva/regulatória parece periférica; confirmar leitura integral.",validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
NEW-0024,,Recent advances in defending the privacy attacks of large language models for healthcare applications: a concise review.,"Aroua R, Kammoun I, Louati MA, Adjeroh DA, Duan T.",2026,10.3389/frai.2026.1816692,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0024.pdf,a3f1a50a9c55d50f8900266321de3f9ce459b2b243034018cf0b7322d2a2da81,9,revisão/survey,saúde; finanças; jurídico/regulatório; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"ringent regulatory requirements. Recent studies have sho wn that LLM-based medical applications can cause medical data leakage through relate d API usages. This raises ethical concerns and threatens HIPAA (Health Insurance P ortability and Accountability Act) compliance, blocking the trustworthy depl oyment of LLMs in the medical domain. This review examines emerging priv acy attacks and the related defense approaches in LLMs with a special focus on h ealthcare applications. We organize the attack and defense approaches based on Secure AI Framework (SAIF), systematically covering vulnerabilities acro ss the data, model, application and infrastructure layers. We perf",candidata a evidência de apoio — confirmar critérios,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_incluir_apoio,"Relevante, mas a contribuição substantiva/regulatória parece periférica; confirmar leitura integral.",validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
NEW-0025,,Rethinking Autonomy: Preventing Failures in AI-Driven Software Engineering,Satyam Kumar Navneet; Joydeep Chandra,2025,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0025.pdf,7318ec5004dd214adeb6337b4dbb8cbe2e746caf6e4092d3588bce030d7b0c8b,22,estudo empírico (confirmar desenho),finanças; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"integration of Large Language Models (LLMs) into software engineering has revolutionized code generation, enabling unprecedented productivity through promptware and autonomous AI agents. However, this transformation introduces significant risks, including in- secure code generation, hallucinated outputs, irreversible actions, and a lack of transparency and accountability. Incidents like the Replit database deletion underscore the urgent need for robust safety and governance mecha- nisms. This paper comprehensively analyzes the inher- ent challenges of LLM-assisted code generation, such as vulnerability inheritance, overtrust, misinterpretation, and the ab",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
NEW-0028,,The Role of ChatGPT and AI Chatbots in Optimizing Antibiotic Therapy: A Comprehensive Narrative Review,Ninel Iacobus Antonie; Gina Gheorghe; Vlad Ionescu; Loredana-Crista Tiucă; Camelia Cristina Diaconu,2025,10.3390/antibiotics14010060,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0028.pdf,9ba2d2c10f825054ef266b7754b575a2143de78ddf0c85520001bc204c957962,20,estudo empírico (confirmar desenho),saúde; finanças; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"and prescriptive tasks. However, challenges such as inconsistent handling of clinical nuances, susceptibility to unsafe advice, algorithmic biases, data privacy concerns, and limited clinical validation underscore the im- portance of human oversight and refinement. Conclusions: AI chatbots have the potential to complement antibiotic stewardship efforts by promoting appropriate antibiotic use and improving patient outcomes. Realizing this potential will require rigorous clinical trials, interdisciplinary collaboration, regulatory clarity, and tailored algorithmic improvements to ensure their safe and effective integration into clinical practice. Keywords: antimi",candidata a evidência de apoio — confirmar critérios,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_incluir_apoio,"Relevante, mas a contribuição substantiva/regulatória parece periférica; confirmar leitura integral.",validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
NEW-0029,,"The role of digital pharmaceutical governance in alleviating health inequality: a case study of the ""Sanya Model"" for centralized regional prescription review.","Jia X, Xie J, Chai F, Jiang H, Shi R.",2026,10.3389/fpubh.2026.1836281,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0029.pdf,390c3c97432e9c34a1f6e5b7215660c0560ae9ebe86e605d010a5668851d7eb3,12,estudo empírico (confirmar desenho),saúde; finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"Frontiers in Public Health 01 frontiersin.org The role of digital pharmaceutical governance in alleviating health inequality: a case study of the “Sanya Model” for centralized regional prescription review Xu Jia 1, Jun Xie 1,2,3, Fang Chai 2,3, HaoBo Jiang 2,3 and Rui Shi 1* 1Department of IT & Data Management of West China Hospital, Sichuan University, Chengdu, China, 2Sanya People's Hospital, Sanya, China, 3West China (Sanya) Hospital, Sichuan University, Sanya, China Background: Irrational drug use",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=2; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=15",3,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0060,,AI-Induced Cybersecurity Risks in Healthcare: A Narrative Review of Blockchain-Based Solutions Within a Clinical Risk Management Framework,Gianmarco Di Palma; Roberto Scendoni; Davide Ferorelli; Anna De Benedictis; Vittoradolfo Tambone; Francesco De Micco,2025,10.2147/rmhp.s544523,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0060.pdf,fe34e7e97129aeadb87c078645bd0c335188e4df2d3ca021398f06c81cd38e5b,19,estudo empírico (confirmar desenho),saúde; finanças; jurídico/regulatório,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"REVIEW AI-Induced Cybersecurity Risks in Healthcare: A Narrative Review of Blockchain-Based Solutions Within a Clinical Risk Management Framework Gianmarco Di Palma 1,2, Roberto Scendoni 3, Davide Ferorelli 4, Anna De Benedictis 1,5, Vittoradolfo Tambone 2, Francesco De Micco 1,2 1Operative Research Unit of Clinical Affairs, Fondazione Policlinico Universitario Campus Bio-Medico, Rome, Italy; 2Research Unit of Bioethics and Humanities, Depart",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=4; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=15",2,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0066,,Corporate Governance in the Age of AI: Ethical Oversight and Accountability Frameworks,N Balaji Ganesh,2025,10.52783/jisem.v10i35s.6285,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0066.pdf,a6d7a62983ad1ae79d29ac8eddafbdd0dd223bb4c3984350e8134e9a15f589fe,8,revisão/survey,finanças; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"by JISEM. This is an open access article distributed under the Creative Commons Att ribution License which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited. Corporate Governance in the Age of AI: Ethical Oversight and Accountability Frameworks N Balaji Ganesh1, Dinesh Siddineni2, Veda Varsha Reddy B3, Dr Ganesha K S4, Kulsoom Lateef5, Richa Sharma6 1Assistant professor, Department of Mechanical Engineering, Sri Venkateswara College of Engineering, Tirupati. balajiganeshn@gmail.com 2Master of Science in Quantitative Management, Duke University , USA. dinesh.sidd05@gmail.com 3Assistan",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",excluir_contextual,Não foi demonstrado tratamento substantivo de LLMs ou sistemas conversacionais; ocorrências isoladas ou referências gerais a IA foram mantidas apenas para rastreabilidade contextual. objeto_direto_titulo=false; paginas_objeto=0; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=15,1,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0067,,Cross-border AI governance for legal tech: Standardizing ethical and legal norms in access to justice,Rajesh Ghoshal,2025,10.22271/2790-0673.2025.v5.i1c.177,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0067.pdf,03377d085c0d1516ec9c01c315f59a192d0769000a3412e281d7992724cb6f02,9,estudo empírico (confirmar desenho),saúde; finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"Correspondence Author: Rajesh Ghoshal LL.M. Research Scholar, IMIRC College of Law, Chaudhary Charan Singh University, Meerut, India Cross-border AI governance for legal tech: Standardizing ethical and legal norms in access to justice Rajesh Ghoshal DOI: https://www.doi.org/10.22271/2790-0673.2025.v5.i1c.177 Abstract The research examines the influence of AI governance structures on access to justice throughout the EU, U.S., Canada, Australia, and China. The problem emerges because separate AI regulations form obstacles for legal AI app lications that operat",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=2; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=14",1,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0068,,"Data Governance, Bias Mitigation, And Legal Risk: A Holistic AI Compliance Framework for U.S. Companies in High Stakes Sectors",Joy Oluchi Nwachukwu; Thaddaeuse Odhiambo; Dorcas Akorkor Apaflo; Solomon Doe Adjaottor,2026,10.65150/ep-jefrr/v2e7/2026-09,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0068.pdf,e6f72be927fa74ec833f35e106fcb0c4eee1245e47f467138d2a1354f0d968a0,7,estudo empírico (confirmar desenho),saúde; finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,"icle under the CC BY 4.0 license: https://creativecommons.org/licenses/by/4.0/ Corresponding Author: Joy Oluchi Nwachukwu Page 440 | 446 Data Governance, Bias Mitigation, And Legal Risk: A Holistic AI Compliance Framework for U.S. Companies in High-Stakes Sectors Joy Oluchi Nwachukwu Westcliff University, USA Thaddaeuse Odhiambo University of Illinois, Urbana-Champaign, USA Dorcas Akorkor Apaflo University of Illinois, Urbana-Champaign, USA Solomon Doe Adjaottor Independent Researcher, Texas, USA Published Date: July 20, 2026",incerta/excluir ou contextualizar — confirmar texto completo,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",excluir_contextual,Não foi demonstrado tratamento substantivo de LLMs ou sistemas conversacionais; ocorrências isoladas ou referências gerais a IA foram mantidas apenas para rastreabilidade contextual. objeto_direto_titulo=false; paginas_objeto=0; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=15,1,2026-08-23,proposta_manter_incerto_para_adjudicacao,A extração não sustenta inclusão segura; requer decisão após leitura integral.,validado_pelo_autor,False,True,True,2,incerto,Critérios: objeto=False; contexto=True; contribuição=True; página=1.
NEW-0070,,Enhancing Access to Service Delivery through Information Transparency: A RAG Based AI-Powered Conversational Chatbot for Algorithmic Transparency and Regulatory Compliance in Digital Governance,,2025,10.7753/ijsea1409.1008,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0070.pdf,d80893d57d2cf3287e491b80694b9191f052a395663208ce88357f4bbcc880fc,17,estudo empírico (confirmar desenho),governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,1,", 2025, ISSN:- 2319 - 7560 DOI: 10.7753/IJSEA1409.1008 www.ijsea.com 59 Enhancing Access to Service Delivery through Information Transparency: A RAG Based AI-Powered Conversational Chatbot for Algorithmic Transparency and Regulatory Compliance in Digital Governance Kalule Samuel Kibirige AI and ML Expert, Ms Engineering, Science and Technology Entrepreneurship, Data Story Teller, University of Notre Dame, USA Joseph Wandabwa Legal Compliance Expert, Licensed Attorney in New York and Uganda, LLM - Regulation, Sustainability and Compliance, University of Illinois Urbana Champaign USA Abstract: Digital governance increasingly relies on ar",candidata a evidência de apoio — confirmar critérios,A sugestão combina objeto LLM/conversacional e mecanismos de governança localizados no texto extraído; requer conferência humana.,uso_auxiliar; não determinou elegibilidade ou classificação,uso interpretativo no nível dos achados; sem nível formal para itens incompatíveis,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",incluir_apoio,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",1,2026-08-23,proposta_incluir_apoio,"Relevante, mas a contribuição substantiva/regulatória parece periférica; confirmar leitura integral.",validado_pelo_autor,True,True,True,3,apoio,Critérios: objeto=True; contexto=True; contribuição=True; página=1.
