"id_estudo","titulo","autores","ano","doi","decisao_final","classificacao","proveniencia_tecnica","duplicata_de","arquivo_pdf","pagina_evidencia","corpus"
"NEW-0186","Adopting and expanding ethical principles for generative artificial intelligence from military to healthcare","David Oniani; Jordan Hilsman; Yifan Peng; Ronald K. Poropatich; Jeremy Pamplin; Gary L. Legault; Yanshan Wang","2023","10.1038/s41746-023-00965-x","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0186.pdf","1","corpus_analitico_unico_tratado"
"NEW-0188","Large Language Model Recommendations for Empiric Antibiotics Versus Clinician Prescribing: A Non-Interventional Paired Retrospective Antimicrobial Stewardship Analysis.","Antonie NI, Ionescu VA, Gheorghe G, Tiucă LC, Diaconu CC.","2026","10.3390/antibiotics15040368","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0188.pdf","1","corpus_analitico_unico_tratado"
"NEW-0192","Preventing unrestricted and unmonitored AI experimentation in healthcare through transparency and accountability","Donnella S. Comeau; Danielle S. Bitterman; Leo Anthony Celi","2025","10.1038/s41746-025-01443-2","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0192.pdf","1","corpus_analitico_unico_tratado"
"NEW-0194","Transformer-based NLP approaches for credit risk prediction: a systematic review.","Raliphada P, Olukanmi S, Olusanya M.","2026","10.3389/frai.2026.1819994","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0194.pdf","1","corpus_analitico_unico_tratado"
"NEW-0197","Large Language Models in Cardiology: Systematic Review.","Gendler M, N Nadkarni G, Sudri K, Cohen-Shelly M, S Glicksberg B, Efros O, Soffer S, Klang E.","2026","10.2196/76734","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0197.pdf","1","corpus_analitico_unico_tratado"
"NEW-0200","<span class=""word"">A Sovereign<span class=""word""> <span class=""word"">Conversational <span class=""word"">Assistant <span class=""word""><span class=""changedDisabled"">Powered <span class=""word"">by <span class=""word allCaps"">ALIA <span class=""word"">and <span class=""word"">Mistral <span class=""word"">for <span class=""word"">the <span class=""word allCaps"">AI <span class=""word"">Act <span class=""word""><span class=""changedDisabled"">Age: <span class=""word"">Architecture, <span class=""word"">Governance <span class=""word"">and <span class=""word"">Evaluation","Carmona-Martínez A, Jara A, Asín A.","2026","10.20944/preprints202603.0668.v1","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0200.pdf","1","corpus_analitico_unico_tratado"
"NEW-0206","An interactive healthcare risk intelligence framework using explainable AI, predictive analytics, r shiny dashboards, and large language model governance","Temiloluwa Emmanuel Olabiyi","2025","10.33545/26646501.2025.v7.i2a.168","central","central","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0206.pdf","1","corpus_analitico_unico_tratado"
"NEW-0208","Generative AI and LLMs for Critical Infrastructure Protection: Evaluation Benchmarks, Agentic AI, Challenges, and Opportunities","Yagmur Yigit; Mohamed Amine Ferrag; Mohamed Chahine Ghanem; Iqbal H. Sarker; Λέανδρος Μαγλαράς; Christos Chrysoulas; Naghmeh Moradpoor; Norbert Tihanyi; Helge Janicke","2025","10.3390/s25061666","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0208.pdf","1","corpus_analitico_unico_tratado"
"NEW-0211","AI Model Registries: A Foundational Tool for AI Governance","Elliot McKernon; Gwyn Glasser; Cheng, Deric; Gillian K. Hadfield","2024","10.48550/arxiv.2410.09645","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0211.pdf","2","corpus_analitico_unico_tratado"
"NEW-0214","Large Language Models for Mental Health Applications: Systematic Review","Zhijun Guo; Alvina G. Lai; Johan H. Thygesen; Joseph Farrington; Thomas Keen; Kezhi Li","2024","10.2196/57400","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0214.pdf","1","corpus_analitico_unico_tratado"
"NEW-0216","Automating Case-Based Learning in Obstetrics and Gynecology: Validation of a Locally Deployed Large Language Model.","Hu X, Luo X, Zhao Y, Zheng B.","2026","10.2147/jmdh.s612064","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0216.pdf","1","corpus_analitico_unico_tratado"
"NEW-0234","Human resource management in the age of generative artificial intelligence: Perspectives and research directions on ChatGPT","Pawan Budhwar; Soumyadeb Chowdhury; Geoffrey Wood; Herman Aguinis; Greg J. Bamber; Jose R. Beltran; Paul Boselie; Fang Lee Cooke; Stephanie Decker; Angelo S. DeNisi; Prasanta Kumar Dey; David Guest; Andrew J. Knoblich; Ashish Malik; Jaap Paauwe; Savvas Papagiannidis; Charmi Patel; Vijay Pereira; Shuang Ren; Steven G. Rogelberg; Mark N. K. Saunders; Rosalie L. Tung; Arup Varma","2023","10.1111/1748-8583.12524","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0234.pdf","4","corpus_analitico_unico_tratado"
"NEW-0242","A Layered Guardrail Architecture for Agentic AI in Cloud-Native DevOps Pipelines: Design, Implementation, and Empirical Evaluation on Live AWS Infrastructure","POTLURI M.","2026","10.21203/rs.3.rs-9890341/v1","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0242.pdf","2","corpus_analitico_unico_tratado"
"NEW-0243","A testable framework linking diagnostic AI contribution to outcome measurement in clinical decision support.","Kirchhoff J, Berns F, Schieder C, Schobel J.","2026","10.3389/fdgth.2026.1871438","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0243.pdf","1","corpus_analitico_unico_tratado"
"NEW-0248","Human-in-the-Loop Artificial Intelligence in Pharmaceutical Industry: Enhancing Efficiency and Maintaining Oversight","Seyyed Amir Siadati; Mohammad Ali Ebrahimzadeh; Akbar Dadras","2026","10.58332/scirad2026v5i2a03","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0248.pdf","1","corpus_analitico_unico_tratado"
"NEW-0252","Assessing the nexus of Generative AI adoption, ethical considerations and organizational performance","Nripendra P. Rana; Rajasshrie Pillai; Brijesh Sivathanu; Nishtha Malik","2024","10.1016/j.technovation.2024.103064","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0252.pdf","2","corpus_analitico_unico_tratado"
"NEW-0254","Privacy and Security Concerns in Generative AI: A Comprehensive Survey","Abenezer Golda; Kidus Abebe Mekonen; Amit Pandey; Anushka Singh; Vikas Hassija; Vinay Chamola; Biplab Sikdar","2024","10.1109/access.2024.3381611","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0254.pdf","1","corpus_analitico_unico_tratado"
"NEW-0255","Revealing the intrinsic ethical vulnerability of aligned large language models.","Lian J, Pan J, Wang L, Wang Y, Wang X, Lu Y, Mei S, Chau LP.","2026","10.1038/s41467-026-70917-y","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0255.pdf","1","corpus_analitico_unico_tratado"
"NEW-0257","Performance of large language models in endodontics: accuracy, consistency, and benchmarking with consensus guidelines.","Sismanoglu S, Isik V, Kayahan MB.","2026","10.1186/s12903-026-08269-8","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0257.pdf","1","corpus_analitico_unico_tratado"
"NEW-0258","Regulating AI in the Energy Sector: A Scoping Review of EU Laws, Challenges, and Global Perspectives","Bo Nørregaard Jôrgensen; Zheng Ma","2025","10.3390/en18092359","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0258.pdf","2","corpus_analitico_unico_tratado"
"NEW-0261","Neuro-symbolic reasoning engine for tax optimisation.","Veeramani K, Joseph N A, M P.","2026","10.3389/frai.2026.1802755","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0261.pdf","1","corpus_analitico_unico_tratado"
"NEW-0263","Trust-Governed Agentic AI for Cyber-Resilient Digital Markets: Blockchain-Audited Federated Intelligence Under Uncertainty","Khorasani NSM.","2026","10.21203/rs.3.rs-9684485/v1","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0263.pdf","1","corpus_analitico_unico_tratado"
"NEW-0265","Benefits and Harms of Large Language Models in Digital Mental Health","Munmun De Choudhury; Sachin R. Pendse; Neha Kumar","2023","10.31234/osf.io/y8ax9","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0265.pdf","1","corpus_analitico_unico_tratado"
"NEW-0266","Blockchain-Based Dynamic and Revocable Consent for Secondary Health Data Use: Systematic Review.","Phuyal S, Bhandari M, Bista R, Ferreira JC.","2026","10.2196/88536","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0266.pdf","1","corpus_analitico_unico_tratado"
"NEW-0268","Enterprise GenAI: LLM Deployment on AWS","Sufiyan Shaikh","2026","10.22214/ijraset.2026.77762","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0268.pdf","2","corpus_analitico_unico_tratado"
"NEW-0272","Population health management fit lifecycles in analytics.","Henry JA.","2025","10.3389/frai.2025.1496945","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0272.pdf","1","corpus_analitico_unico_tratado"
"NEW-0273","A call for clarity: a unified checklist for reporting use of large language models in writing scientific manuscripts.","Mehta N, Felder RM, Kodish E, Imrey PB, Frankel RM.","2026","10.1186/s41073-026-00212-3","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0273.pdf","1","corpus_analitico_unico_tratado"
"NEW-0276","Large Language Model-based Chatbot for Improving Human-Centricity in Maintenance Planning and Operations","Linus Kohl; Sarah Eschenbacher; Philipp Besinger; Fazel Ansari","2024","10.36001/phme.2024.v8i1.4098","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0276.pdf","2","corpus_analitico_unico_tratado"
"NEW-0278","Bridging the gap between AI and traditional teaching methods in medical education: opportunities, challenges, and solutions.","Li Y, Wang W, Zhang Y, Li S, Mei X, Huang B.","2026","10.3389/fmed.2026.1820545","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0278.pdf","1","corpus_analitico_unico_tratado"
"NEW-0280","Reimagining cardiac care with AI, LLMs, blockchain, and metaverse.","Musamih A, Salah K, Omar M, Ellaham S.","2026","10.21542/gcsp.2026.9","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0280.pdf","2","corpus_analitico_unico_tratado"
"NEW-0281","Designing conversational intelligence: effect of large language models (GPT-driven) platforms for precision maternal and newborn health engagement: a systematic review.","Rasoli R, Ebrahimisadrabadi F, Khedri Z, Sohrabei S.","2026","10.1093/oodh/oqag001","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0281.pdf","1","corpus_analitico_unico_tratado"
"NEW-0282","Harnessing the AI/ML in Drug and Biological Products Discovery and Development: The Regulatory Perspective","Fahimeh Mirakhori; Sarfaraz K. Niazi","2025","10.3390/ph18010047","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0282.pdf","1","corpus_analitico_unico_tratado"
"NEW-0284","AI-Augmented Mentorship in Orthopedic Surgery: A Conceptual Framework for Expanding Access for Underrepresented and Less-Resourced Students.","Salem-Hernández J, Santiago-Gadea PA, Pérez-Vicente CA, Señeriz-Ortiz R, Marrero PV, Ramírez N.","2026","10.7759/cureus.110790","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0284.pdf","1","corpus_analitico_unico_tratado"
"NEW-0285","Addressing 6 challenges in generative AI for digital health: A scoping review","Tara Templin; Monika W. Perez; Sean Sylvia; Jeffrey T. Leek; Nasa Sinnott-Armstrong","2024","10.1371/journal.pdig.0000503","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0285.pdf","1","corpus_analitico_unico_tratado"
"NEW-0289","Frontier AI Regulation: Managing Emerging Risks to Public Safety","Markus Anderljung; Joslyn Barnhart; Anton Korinek; Jade Leung; Cullen O’Keefe; Jess Whittlestone; Shahar Avin; Miles Brundage; Justin B. Bullock; Duncan Cass-Beggs; Ben Chang; Tantum Collins; Tim Fist; Gillian K. Hadfield; Alan Hayes; L. Lawrence Ho; Sara Hooker; Eric Horvitz; Noam Kolt; Jonas Schuett; Yonadav Shavit; Divya Siddarth; Robert Trager; K.-D. Wolf","2023","10.48550/arxiv.2307.03718","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0289.pdf","1","corpus_analitico_unico_tratado"
"NEW-0292","The Role of Generative Artificial Intelligence in the Diagnosis and Treatment of Malocclusion.","Alsayed NA.","2026","10.7759/cureus.105050","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0292.pdf","7","corpus_analitico_unico_tratado"
"NEW-0293","Chatbots as frontline educators in sexual reproductive health rights: evidence, limitations, and ethical considerations.","Uzoma C, Chukwuedo G, Isaac E, Uzoma V, Eneh SC, Chinyere FP, Precious OM, Onukansi FO.","2026","10.3389/fdgth.2026.1777667","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0293.pdf","1","corpus_analitico_unico_tratado"
"NEW-0296","Mapping Practice-Based Signals of Generative AI in Psychiatric Care: Qualitative Study of Korean Psychiatrists' Experiences, Interpretations, and Implementation Priorities.","Kim M, An Y, Jeon M, Lee Y, Lahcine OF, Kim H, Lee S, Lee S, Yang JC, Jeon SW, Jung D, Cho CH.","2026","10.2196/96556","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0296.pdf","2","corpus_analitico_unico_tratado"
"NEW-0299","TrustLLM: Trustworthiness in Large Language Models","Yue Huang; Lichao Sun; Haoran Wang; Siyuan Wu; Qihui Zhang; Yuan Li; C Gao; Yixin Huang; Wenhan Lyu; Yixuan Zhang; Xiner Li; Yixin Liu; Yixin Liu; Yijue Wang; Zhikun Zhang; Bertie Vidgen; Bhavya Kailkhura; C Xiong; Chaowei Xiao; Chunyuan Li; Eric Xing; F T Huang; Hao Liu; H Q Ji; Hongyi Wang; Huan Zhang; Huaxiu Yao; Manolis Kellis; Marinka Zitnik; M Jiang; Mohit Bansal; James Zou; Jian Pei; Jian Liu; Jianfeng Gao; Jiawei Han; Jieyu Zhao; Jiliang Tang; Jindong Wang; Joaquin Vanschoren; John Mitchell; Shu K; Kaidi Xu; Kai-Wei Chang; He L; Lifu Huang; Michael Backes; Neil Zhenqiang Gong; Philip S. Yu; Pin-Yu Chen; Quanquan Gu; Xu Rd; Rex Ying; Shuiwang Ji; Suman Jana; Tianlong Chen; Tianming Liu; Tao Zhou; William Wang; Xing Xie; Xiangliang Zhang; Xiao Wang; X J Xie; Xun Chen; Xuyu Wang; Yan Liu; Yanfang Ye; Yinzhi Cao; Yong Chen; Yue Zhao","2024","10.48550/arxiv.2401.05561","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0299.pdf","2","corpus_analitico_unico_tratado"
"NEW-0301","ARTIFICIAL INTELLIGENCE-ENABLED DIGITAL GOVERNANCE IN HIGHER EDUCATION: OPERATING MECHANISMS, RISK BOUNDARIES, AND AN ADAPTIVE GOVERNANCE FRAMEWORK","Weijia Zou; Zeyu Wang","2026","10.61784/wjes3183","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0301.pdf","1","corpus_analitico_unico_tratado"
"NEW-0309","Understanding and Mitigating Risks of Generative AI in Financial Services","Sebastian Gehrmann; Xueqi Huang; Xian Teng; Sergei Yurovski; Arjun Bhorkar; Nelson Thomas; John Doucette; David S. Rosenberg; Mark Dredze; David Rabinowitz","2025","10.1145/3715275.3732168","central","central","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0309.pdf","1","corpus_analitico_unico_tratado"
"NEW-0310","Iluzja kontroli: czy Human-in-the-Loop spełnia wymogi realnego nadzoru człowieka w świetle prawa UE? Illusion of Control: Does Human-in-the-Loop Meet the Requirements of Genuine Human Oversight under EU Law?","Martyna Kaczmarczyk","2026","10.14746/spp.2026.2.54.2","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0310.pdf","1","corpus_analitico_unico_tratado"
"NEW-0315","Navigating opportunities and challenges of generative AI in higher education: towards responsible, equitable, and human-centered integration.","Coman C, Gherheș V, Bucs A, Coman E, Victoria-Rodica C, Bódi DC, Șerbănescu RM.","2026","10.3389/frai.2026.1750978","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0315.pdf","1","corpus_analitico_unico_tratado"
"NEW-0320","Large Language Models Encode Clinical Knowledge","Karan Singhal; Shekoofeh Azizi; Tao Tu; S. Sara Mahdavi; Wei, Jason; Hyung Won Chung; Nathan Scales; Ajay Kumar Tanwani; Heather Cole-Lewis; Stephen Pfohl; Perry W. Payne; Martin Seneviratne; Paul Gamble; Christopher B. Kelly; Nathaneal Scharli; Aakanksha Chowdhery; P. Mansfield; Blaise Agüera y Arcas; Dale A. Webster; Greg S. Corrado; Yossi Matias; Katherine Chou; Juraj Gottweis; Nenad Tomašev; Yun Liu; Alvin Rajkomar; Joëlle Barral; Christopher Semturs; Alan Karthikesalingam; Vivek Natarajan","2022","10.48550/arxiv.2212.13138","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0320.pdf","4","corpus_analitico_unico_tratado"
"NEW-0321","Towards Optimizing and Evaluating a Retrieval Augmented QA Chatbot using LLMs with Human-in-the-Loop","Anum Afzal; Alexander Kowsik; Rajna Fani; Florian Matthes","2024","10.18653/v1/2024.dash-1.2","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0321.pdf","9","corpus_analitico_unico_tratado"
"NEW-0324","Red-Teaming for Generative AI: Silver Bullet or Security Theater?","Michael Feffer; Anusha Sinha; Wesley Hanwen Deng; Zachary C. Lipton; Hoda Heidari","2024","10.1609/aies.v7i1.31647","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0324.pdf","1","corpus_analitico_unico_tratado"
"NEW-0338","AI-Assisted Formative Assessment in Clinical Education: From Algorithms to Agency.","Nguyen QT, Ha TM, Mai T.","2026","10.2196/93710","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0338.pdf","1","corpus_analitico_unico_tratado"
"NEW-0339","What ChatGPT Tells Us about Gender: A Cautionary Tale about Performativity and Gender Biases in AI","Nicole Gross","2023","10.3390/socsci12080435","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0339.pdf","1","corpus_analitico_unico_tratado"
"NEW-0340","A Theoretical Framework for &lt;i&gt;Shared Reasoning Fragility&lt;/i&gt; in Clinician-Chatbot Interactions Through the Example of Antibiotic Prescribing.","Giacobbe DR, Grossi AA, Marelli C, Muccio M, Guastavino S, Murgia Y, Mora S, Signori A, Rosso N, Giacomini M, Campi C, Piana M, Bassetti M.","2026","10.2147/idr.s601126","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0340.pdf","3","corpus_analitico_unico_tratado"
"NEW-0342","Ethical Risks and Structural Implications of AI-Mediated Medical Interpreting.","Lopez Vera A.","2026","10.2196/88651","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0342.pdf","1","corpus_analitico_unico_tratado"
"NEW-0344","How to bring generative AI to oncology practice.","Truhn D, Kather JN.","2026","10.1016/j.esmorw.2025.100679","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0344.pdf","2","corpus_analitico_unico_tratado"
"NEW-0347","Large Language Models in Radiologist-Patient Communication: A Narrative Review for Clinical Practice.","Naidu J, Muthyala H, Naidu SS, Muralidharan S, Baskaradoss VK.","2026","10.7759/cureus.101890","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0347.pdf","1","corpus_analitico_unico_tratado"
"NEW-0348","Peer review of GPT-4 technical report and systems card","Jack Gallifant; Amelia Fiske; Yulia A. Strekalova; Juan Sebastian Osorio-Valencia; Rachael Parke; Rogers Mwavu; Nicole Martínez; Judy Wawira Gichoya; Marzyeh Ghassemi; Dina Demner‐Fushman; Liam G. McCoy; Leo Anthony Celi; Robin Pierce","2024","10.1371/journal.pdig.0000417","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0348.pdf","1","corpus_analitico_unico_tratado"
"NEW-0353","Comparative Evaluation of Gemini 3.0- and ChatGPT 5.0-Generated Regional Language Informed Consent Forms in Ophthalmology: A Dual-Rater Study in Hindi and Kannada.","Das D, Shetti B, Antalmarad V, Choudhary A, Thodupunoori KG, Grover S, Narayan A.","2026","10.7759/cureus.105551","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0353.pdf","1","corpus_analitico_unico_tratado"
"NEW-0354","Generative AI Literacy: Twelve Defining Competencies","Ravinithesh Reddy Annapureddy; Alessandro Fornaroli; Daniel Gática-Pérez","2024","10.1145/3685680","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0354.pdf","1","corpus_analitico_unico_tratado"
"NEW-0356","A roadmap for medical large language models: a review of foundations, applications, and challenges.","Sha YY, Yu L, Lin ZH, Kaur A, Lou YY, Gornale SS, Zhang TY, Wong LS, Wang ZW, Yan Y, Zhang XB, Hong R, Li K, Im SK, de Carvalho P, Tan T, Li KF.","2026","10.1016/j.mmr.2026.100050","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0356.pdf","2","corpus_analitico_unico_tratado"
"NEW-0357","Cloud Platforms for Developing Generative AI Solutions: A Scoping Review of Tools and Services","Dhavalkumar D. Patel; Ganesh Raut; Satya Narayan Cheetirala; Girish N. Nadkarni; Robert Freeman; Benjamin S. Glicksberg; Eyal Klang; Prem Timsina","2024","10.48550/arxiv.2412.06044","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0357.pdf","1","corpus_analitico_unico_tratado"
"NEW-0358","From Static Prediction to Mindful Machines: A Paradigm Shift in Distributed AI Systems","Mikkilineni R, Kelly WP.","2025","10.20944/preprints202511.1554.v1","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0358.pdf","2","corpus_analitico_unico_tratado"
"NEW-0361","AI-Enabled Personalized Smoking Cessation Intervention With the Aipaca Chatbot: Mixed Methods Feasibility Study.","Liu Y, Calle P, Vadakekut M, Rubin D, Nagykaldi Z, Doescher M, Hightow-Weidman L, Pan C, Shao R.","2025","10.2196/73319","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0361.pdf","1","corpus_analitico_unico_tratado"
"NEW-0362","Artificial intelligence in healthcare and medicine: clinical applications, therapeutic advances, and future perspectives","Yosri A. Fahim; Ibrahim W. Hasani; Samer Kabba; Waleed Mahmoud Ragab","2025","10.1186/s40001-025-03196-w","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0362.pdf","1","corpus_analitico_unico_tratado"
"NEW-0364","Controlling Large Language Model Hallucination Based on Agent AI with LangGraph","Jialin Wang; Zhihua Duan","2025","10.33774/coe-2025-xkwl5","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0364.pdf","4","corpus_analitico_unico_tratado"
"NEW-0365","Evolution of Chatbots as an Educational and Supportive Digital Intervention for Family Caregivers of People With Dementia: Protocol for a Systematic Integrative Review.","Rathnayake S, Barbosa A, Tu J, Randell R.","2026","10.2196/91741","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0365.pdf","3","corpus_analitico_unico_tratado"
"NEW-0366","Open challenges and opportunities in federated foundation models towards biomedical healthcare","Xingyu Li; Peng Lu; Yu‐Ping Wang; Weihua Zhang","2025","10.1186/s13040-024-00414-9","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0366.pdf","2","corpus_analitico_unico_tratado"
"NEW-0368","Orchestrating generative AI in pharmacovigilance: predicting and preempting the unpredictable.","Ramcharran D, Painter JL, Kara V, Glaser M, Vanini M, Chalamalasetti VR, Golds C, Abdelkarim A, Bate A, Stegmann JU.","2025","10.1177/20420986251396023","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0368.pdf","1","corpus_analitico_unico_tratado"
"NEW-0370","Artificial Intelligence and Machine Learning in Hospital Quality Management, Patient Safety, and Accreditation Readiness: A Systematic Review and Narrative Synthesis.","Marathe N, Ranjan M, Singh MP, Trigunait P, Prakash A, Kaushal N, Pawar A, Kshatriya GS, Dubey R.","2026","10.7759/cureus.109393","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0370.pdf","1","corpus_analitico_unico_tratado"
"NEW-0371","Artificial intelligence (AI)-aided clinical data management: Applications, human-in-the-loop workflows, and regulatory considerations.","Ohi S, Iwamoto T, Ikeda D, Kawanishi Y, Kitajima K, Ohyanagi H.","2026","10.35772/ghm.2026.01051","incerto","incerto","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0371.pdf","1","corpus_analitico_unico_tratado"
"NEW-0376","Generative AI and the Digital Commons","Saffron Huang; Divya Siddarth","2023","10.48550/arxiv.2303.11074","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0376.pdf","1","corpus_analitico_unico_tratado"
"NEW-0379","Large language models require a new form of oversight: capability-based monitoring.","Kellogg KC, Ye B, Hu Y, Savova GK, Wallace B, Bitterman DS.","2026","10.1038/s41746-026-02740-0","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0379.pdf","1","corpus_analitico_unico_tratado"
"NEW-0380","Structural Reallocation in Finance: The Tri-Faceted Impact of AI on Securities, Wealth Management, and Algorithmic Governance","Goyal A.","2026","10.21203/rs.3.rs-10329560/v1","apoio","apoio","triagem_semantica_206","","arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0380.pdf","1","corpus_analitico_unico_tratado"
