id_estudo,titulo,autores,ano,doi,decisao_final,classificacao,proveniencia_tecnica,duplicata_de,arquivo_pdf,pagina_evidencia,corpus,incluido_no_corpus,justificativa_decisao,data_validacao_autor,status_validacao,desenho_estudo,veiculo,setor,mecanismos,camadas,alinhamento_questoes_pesquisa,hash_pdf,trecho_evidencia,limitacoes,nota_metadados
NEW-0459,Data Governance in the Age of Large-Scale Data-Driven Language Technology,Yacine Jernite; Huu Du Nguyen; Stella Biderman; Anna Rogers; Maraim Masoud; Valentin Danchev; Samson Tan; Alexandra Sasha Luccioni; Nishant Subramani; Isaac Johnson; Gérard Dupont; Jesse Dodge; Kyle Lo; Zeerak Talat; Dragomir Radev; Aaron Gokaslan; Somaieh Nikpoor; Peter Henderson; Rishi Bommasani; Margaret Mitchell,2022,10.1145/3531146.3534637,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0459.pdf,1,corpus_analitico_unico_tratado,sim,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=5; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=14",2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,cdc9d8fdec1f391eae44ebec7a3fa969cd561456538a0df08c27166652c7fc79,"Data Governance in the Age of Large-Scale Data-Driven Language Technology Yacine Jernite yacine@huggingface.co Hugging Face Brooklyn, United States Huu Nguyen huu@ontocord.ai Ontocord New York, United States Stella Biderman stellabiderman@gmail.com EleutherAI Washington, D.C., United States Anna Rogers anna.gld@gmail.com University of Copenhagen Copenhagen, Denmark Maraim Masoud maraim.elbadri@gmail.com Independent Dublin, Ireland","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0465,Zero-Knowledge Process Verification: A Comprehensive Framework for a Distributed Healthcare System.,Krishnasamy S.,2026,10.30953/bhty.v9.430,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0465.pdf,1,corpus_analitico_unico_tratado,sim,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,saúde; finanças; jurídico/regulatório; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,cfa890a2745dc6ed1c19b580d5567b96fb22c54e8ba0c5f75b929fb69b3a1320,"ipal, ChainAim, Newington, Connecticut, USA DOI: https://doi.org/10.30953/bhty.v8.430 Corresponding Author: Sathya Krishnasamy, Email: sathya.krishnasamy@chainaim.com Keywords: AI agents, BPMN 2.0, distributed ledger technology, healthcare compliance, healthcare interoperability, privacy preservation, regulatory verification, zero-knowledge proofs Abstract Objective: This article introduces the ZK-PRET Business Process Prover framework that integrates Object Management Group (OMG) business process standards with zero-knowledge cryptographic verification to enable privacy-preserving healthcare process compliance across distributed systems. Methods: We develope","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0466,AI integration in healthcare simulation debriefing: support or substitute?,"Stocks L, Place M, Brazil V, Kainth R, Lowe B, Khan I, Kumar P.",2026,10.1186/s41077-026-00448-5,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0466.pdf,3,corpus_analitico_unico_tratado,sim,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=5; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=15",2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,saúde; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,fdff63e72d896e62a987b783c8e858a6b7414939aaaeba0b32236dee9206f5e7,"hese four modes as a scaffold, we offer practical guidance for simulation practitioners c onsidering the integration of AI tools within their own pr actice, including considerations related to faculty AI literacy, educational alignment, governance, and implementation. While the empirical evidence base is evolving, AI -driven approaches offer new ways of supporting facilitators in augmenting reflective practice. When implemented thoughtfully and with appropriate human oversight, the integration of AI into debriefing portends a new era supporting reflective learning within healthcare simulation. Keywords: Simulation, debriefing, AI, artificial","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0468,"AI-driven high-risk pregnancy prediction: balancing early detection, anxiety, and discrimination in digital public health.","Ji Q, Wang M.",2026,10.3389/fpubh.2026.1752484,excluir_contextual,fora_do_corpus_analitico,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0468.pdf,1,corpus_analitico_unico_tratado,não,Não foi demonstrado tratamento substantivo de LLMs ou sistemas conversacionais; ocorrências isoladas ou referências gerais a IA foram mantidas apenas para rastreabilidade contextual. objeto_direto_titulo=false; paginas_objeto=1; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=15,2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,saúde; finanças; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,279cc64f010305bbaec3fe27c08287c71a2192272a4c2a1066b0d95331964cbf,"Maravilla, Yo-Vivo Corporation, Philippines *CORRESPONDENCE Mengyi Wang 18583986082@163.com RECEIVED 23 November 2025 REVISED 16 March 2026 ACCEPTED 16 March 2026 PUBLISHED 26 March 2026 CITATION Ji Q and Wang M (2026) AI-driven high-risk pregnancy prediction: balancing early detection, anxiety, and discrimination in digital public health. Front. Public Health 14:1752484. doi: 10.3389/fpubh.2026.1752484 COPYRIGHT © 2026 Ji and Wang. This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) a","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0469,Comparative analysis of strategic vs. computational thinking in management.,Nyenno I.,2026,10.3389/frai.2026.1729797,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0469.pdf,1,corpus_analitico_unico_tratado,sim,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=3; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=15",2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,saúde; finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,7b8fe738acc2f2e06d979fedd8f1e66c5c1ee0bc68691d6ff4be7605e35b8bbd,"ation, value-based trade-offs, and principled override decisions. Across roles, AI increases cognitive complexity and introduces new tensions between algorithmic optimisation and systemic, ethical reasoning. The study contributes to AI governance and managerial cognition research by showing how organisational design, regulatory constraints, and decision struc - tures shape micro-level human–AI interaction patterns. For practitioners, includ- ing executives, AI steering committees, and governance councils, the proposed framework provides actionable guidance on delineating managerial responsi - bilities, establishing human-in-the-loop checkpoints, and design","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0476,A Comparative Analysis between Human-in-the-loop Systems and Large Language Models for Pattern Extraction Tasks,Maeda Hanafi; Yannis Katsis; Ishan Jindal; Lucian Popa,2022,10.18653/v1/2022.dash-1.7,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0476.pdf,1,corpus_analitico_unico_tratado,sim,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",2026-08-23,validado_pelo_autor,revisão/survey,,finanças,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,99ce904765016ebe0f6080d669237c120c999a1e182585ada077776fb5fa0072,"text pattern extraction. In this task, the goal is to extract text instances that follow a similar pat- tern. Examples include extracting crime incidents from crime reports, e.g. 4,556,123 incidents or 5,193,927 incidents , or revenue from financial press releases, e.g. revenue was $5.5 billion or revenue of $1.3 million . To answer the question, we compare Pattern In- duction (Hanafi et al., 2022), an HITL tool tailored to pattern extraction tasks, against GPT-3 (Brown et al., 2020). We evaluate the two approaches based on how an end-user, who does not necessarily have a technical background, would use these tools to accomplish an NLP task, in this case patter","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0478,Designing AI for distress: an iterative case study of a hierarchical agent for psychosocial support.,"Patturajan V, Ravikumar D, Narayanan S, Krishnamurthy V, Santhosh S.",2026,10.3389/frai.2026.1772215,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0478.pdf,1,corpus_analitico_unico_tratado,sim,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,saúde; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,07dea90621bfe9356ce7fdc151d0a4e557378bae2f75de3c61f83ea8724fefb9,"an easy-going way. However, conversational AI systemsoftenlackcontextualsensitivity,emotionalintelligence,andappropriate support response mechanisms. To address this, there is a need for structured frameworks integrating human-in-the-loop oversight along with preventive and actionable insights to ensure ethical and proportional responses. This paper introduces SocialWellbeing, a socio-technical system which is designed to overcome psychosocial harms in a three-pillar framework. Methods: The initial pillar offers artiﬁcial intelligence-based ﬁrst-line care wherebyuserscansharetheirissuesanonymouslyandgetcaringresponses.The second pillar facilitates human-guided","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0479,Designing an AI-Predictive Maintenance Model for E-Commerce Systems Using Machine Learning and Cloud Analytics,Winner Mayo; Jolly I Ogbole; Precious Osobhalenewie Okoruwa; Odunayo Mercy Babatope,2023,10.62225/2583049x.2023.3.6.5418,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0479.pdf,1,corpus_analitico_unico_tratado,sim,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=2; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=15",2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,finanças; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,cd328493dcda9d7a53bd741501e48384cc159d6f7e1399e026752a9e2a339316,"discusses the architecture of cloud -based predictive maintenance platforms leveraging scalable data lakes, IoT telemetry, and edge analytics for fault detection and system optimization. Emphasis is placed on model explainability, data governance, and cybersecurity integration to enhance trust and regulatory compliance. By synthesizing recent advancements in AI -ML frameworks and cloud infrastructures, the paper identifies best practices, challenges, and future research directions for developing intelligent, adaptive, and cost-effective maintenance systems in e -commerce environments. Ultimately, the research underscores the strategic value of AI -dri","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0480,Feasibility and impact of a large language model pipeline for surgical trial abstracts.,"Abiola OJ, Nepogodiev D, Glasbey J, Omar O, Linder C, Ledda V, Bhangu A.",2026,10.1038/s41746-026-02788-y,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0480.pdf,4,corpus_analitico_unico_tratado,sim,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",2026-08-23,validado_pelo_autor,revisão/survey,,saúde; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,0daff6fa10a12257a87f038c4781070f21e66038014adc2170fbfae0bf960e09,"rrelated with completeness. A constrained LLM pipeline can substantially enhance completeness of surgical RCT abstracts at scale, with potential applications in authoring, peer review, and editorial workflows, provided appropriate human oversight.","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0482,Know your scientist: KYC as biosecurity infrastructure.,"Feldman J, Feldman T, Anton AI.",2026,10.3389/fmicb.2026.1814993,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0482.pdf,1,corpus_analitico_unico_tratado,sim,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=2; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=15",2026-08-23,validado_pelo_autor,framework/política conceitual,,saúde; finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,75394a34de328cae51bc1127a67d6b5a7fe0baba9813583c92a2c02916791176,"on1* 1College of Computing, Georgia Institute of Technology, Atlanta, GA, United States,2Yale Law School, New Haven, CT, United States Biological AI tools for protein design and structure prediction are advancing rapidly, creating dual-use risks that existing safeguards cannot adequately address. Current model-level restrictions, including keyword ﬁltering, output screening, and content-based access denials, are fundamentally ill-suited to biology, where reliable function prediction remains beyond reach and novel threats evade detection by design. Because the full spectrum of risks cannot be managed by any single actor, effective oversight requires shared","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0485,Conversational AI and Personal Growth: Insights from a Critical Integrative Review.,"Sharma S, Vohra P, Vowels LM.",2026,10.3390/bs16050756,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0485.pdf,2,corpus_analitico_unico_tratado,sim,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",2026-08-23,validado_pelo_autor,revisão/survey,,saúde; finanças; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,517479b2f3d6355e5d0780d7abedf5f5add3c846682fdb85175ef1e94bd7e0ad,"t toward more coherent and authentic self-structures (Maurer & Daukantait˙e, 2020). Conversational AI systems can, in principle, approximate some of these conditions—offering consistent positive regard, non-judgmental engagement, and a low-risk space for self-expression. Self-Determination Theory (SDT) proposes that wellbeing and healthy develop- ment depend on meeting three basic psychological needs—autonomy, competence, and relatedness—and that social environments which support these needs encourage motivated, self-directed growth (Ryan & Deci, 2000; Koole et al., 2019). AI systems have some capacity to meet these needs: they can support skill-building (","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0488,Regulating AI with Purpose Limitation for Models,Rainer Mühlhoff; Hannah Ruschemeier,2024,10.21552/aire/2024/1/5,excluir_contextual,fora_do_corpus_analitico,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0488.pdf,,corpus_analitico_unico_tratado,não,A evidência disponível não sustenta inclusão no corpus analítico; registro preservado para auditoria.,2026-08-23,validado_pelo_autor,framework/política conceitual,,jurídico/regulatório,compliance/auditoria,regulatória,,8d58a7b8a1bceaefbabed96712d94ca3026d76190a9997df13365afa7e7e0526,,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0491,Through the looking glass: ethical considerations regarding LLM-induced hallucinations to medical questions.,"Kozlakidis Z, Wootton T, Mayrhofer MT.",2026,10.3389/fdgth.2026.1736616,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0491.pdf,1,corpus_analitico_unico_tratado,sim,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",2026-08-23,validado_pelo_autor,revisão/survey,,saúde; finanças; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,047b145b8e99d6342809521ffecc063c18acb3a66a4429954b88dd13a14c30ad,"Cancer, World Health Organization, Lyon, France, 2 Institute of Human Genetics, Medical University of Innsbruck, Innsbruck, Austria, 3 Papillon Pathways e.U., Landskron, Austria KEYWORDS artiﬁcial intelligence, dynamic framework, ethical accountability, ethics, hallucinations 1 Introduction Large language models (LLMs) are artiﬁcial intelligence (AI)-based systems which have been trained on extensive records derived from articles, books and other internet- based content (typically from a mix of both publicly available and proprietary content) ( 1). LLMs have become rapidly embedded in digital health ecosystems, promising to augment healthcare delivery, researc","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0493,"Artificial Intelligence and Machine Learning in Pediatric Endocrine Tumors: Opportunities, Pitfalls, and a Roadmap for Trustworthy Clinical Translation.","Kuhlen M, Hellmann F, Pfaehler E, André E, Redlich A.",2026,10.3390/biomedicines14010146,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0493.pdf,1,corpus_analitico_unico_tratado,sim,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=5; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=15",2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,saúde; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; regulatória; evolutiva,,cc9a596555bf992f82eb52a26d12484ca1710d753f13b8ec90cc36e003d38470,"la.kuhlen@uk-augsburg.de; Tel.: +49-821-9300 Abstract Artificial intelligence (AI) and machine learning (ML) are reshaping cancer research and care. In pediatric oncology, early evidence—most robust in imaging—suggests value for diagnosis, risk stratification, and assessment of treatment response. Pediatric endocrine tumors are rare and heterogeneous, including intra- and extra-adrenal paraganglioma (PGL), adrenocortical tumors (ACT), differentiated and medullary thyroid carcinoma (DTC/MTC), and gastroenteropancreatic neuroendocrine neoplasms (GEP-NEN). Here, we provide a pediatric-first, entity-structured synthesis of AI/ML applications in endocrine tumor","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0494,Cardiovascular care with digital twin technology in the era of generative artificial intelligence,Phyllis Thangaraj; S. Benson; Evangelos K. Oikonomou; Folkert W. Asselbergs; Rohan Khera,2024,10.1093/eurheartj/ehae619,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0494.pdf,2,corpus_analitico_unico_tratado,sim,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,saúde; jurídico/regulatório,observabilidade/monitoramento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; organizacional; regulatória; evolutiva,,fa8846dd57688357ad0a3438f0df613b9ec13d8204578c4ff2b643b347eb8fae,SA Received 14 May 2024; revised 16 July 2024; accepted 1 September 2024; online publish-ahead-of-print 26 September 2024 Graphical Abstract Wearables EHR Environmental Patient populations Generative AI Large language models Individualized risk strati/f_ication Generating missing data Clinical trial design Signal Imaging Genomics Anatomical and electrophysiological Signal analysis Variational autoencoder Convolutional neural networks Procedural planning Pathology inference Infrastructure and investment Equitable deployment Data Data Models Models Applications Applications Current Future Clinical validation Federated learning and collaboration Reliability,"Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0496,Editorial: Ethical considerations of large language models: challenges and best practices.,"Velmovitsky PE, Arbuckle L, Papadopoulou P.",2026,10.3389/fdgth.2026.1807664,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0496.pdf,1,corpus_analitico_unico_tratado,sim,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",2026-08-23,validado_pelo_autor,revisão/survey,,saúde; finanças; governo; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria,técnica; interacional; organizacional; regulatória,,613a5f733f887ded96f1579e85d56c4dddffab7b81476e06550cb34701ca7ece,"ealth Policy, Management and Evaluation, University of Toronto, Toronto, ON, Canada, 3IQVIA Applied AI Science, Ottawa, ON, Canada, 4American College of Greece, Athens, Greece KEYWORDS access, artiﬁcial intelligence, bias, equity, ethics, governance, large langauge models Editorial on the Research Topic Ethical considerations of large language models: challenges and best practices The rapid adoption of large language models (LLMs) presents transformative opportunities alongside profound ethical challenges ( 1). LLMs are reshaping how health systems learn, decide, and communicate. This Research Topic distills ten contributions into ﬁve practice-oriented th","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0498,FUTURE-AI: international consensus guideline for trustworthy and deployable artificial intelligence in healthcare,Karim Lekadir; Alejandro F. Frangi; Antonio R. Porras; Ben Glocker; Celia Cintas; Curtis P. Langlotz; Eva Weicken; Folkert W. Asselbergs; Fred Prior; Professor Gary S. Collins; Georgios Kaissis; Gianna Tsakou; Irène Buvat; Jayashree Kalpathy-Cramer; John Mongan; Julia A. Schnabel; Kaisar Kushibar; Katrine Riklund; Kostas Marias; Lameck Mbangula Amugongo; Lauren A. Fromont; Lena Maier-Hein; Leonor Cerdá-Alberich; Luis Martí‐Bonmatí; M. Jorge Cardoso; Maciej Bobowicz; Mahsa Shabani; Manolis Tsiknakis; María A. Zuluaga; Marie-Christine Fritzsche; Marina Camacho; Marius George Linguraru; Markus Wenzel; Marleen de Bruijne; Martin G. Tolsgaard; Melanie Goisauf; Mónica Cano Abadía; Nikolaos Papanikolaou; Noussair Lazrak; Oriol Pujol; Richard Osuala; Sandy Napel; Sara Colantonio; Smriti Joshi; Stefan Klein; Susanna Aussó; Wendy Rogers; Zohaib Salahuddin; Martijn P. A. Starmans,2025,10.1136/bmj-2024-081554,excluir_contextual,fora_do_corpus_analitico,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0498.pdf,2,corpus_analitico_unico_tratado,não,Não foi demonstrado tratamento substantivo de LLMs ou sistemas conversacionais; ocorrências isoladas ou referências gerais a IA foram mantidas apenas para rastreabilidade contextual. objeto_direto_titulo=false; paginas_objeto=1; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=15,2026-08-23,validado_pelo_autor,revisão/survey,,saúde; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,e6fdf4964ea276ad92f9c73f649c73c61c4ae7063d3e925943880c494bc05d46,"nt stratification. 1 Despite major advances, the deployment and adoption of AI technologies remain limited in real world clinical practice. In recent years, concerns have been raised about the technical, clinical, ethical, and societal risks associated with healthcare AI. 2 3 In particular, existing research has shown that AI tools in healthcare can be prone to errors and patient harm, biases and increased health inequalities, lack of transparency and accountability, as well as data privacy and security breaches. 4-8 To increase adoption in the real world, it is essential that AI tools are trusted and accepted by patients, clinicians, health org","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0502,Mapping the regulatory landscape for artificial intelligence in health within the European Union,Jelena Schmidt; Nienke Schutte; Stefan Buttigieg; David Novillo-Ortiz; Eric Sutherland; Michael Anderson; Bart de Witte; Michael Peolsson; Brigid Unim; Milena Pavlova; Ariel Dora Stern; Elías Mossialos; Robin van Kessel,2024,10.1038/s41746-024-01221-6,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0502.pdf,1,corpus_analitico_unico_tratado,sim,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=3; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=12",2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,saúde; governo; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,630f7dfdad840a3f9da07d7b496e172e7bdceb931d0bc0f79de8ece8cc9301ed,"7,B a r td eW i t t e8,M i c h a e lP e o l s s o n9, Brigid Unim 10, Milena Pavlova11, Ariel Dora Stern 12,13,14, Elias Mossialos 7,15 & Robin van Kessel 1,7,16 Regulatory frameworks for arti ﬁcial intelligence (AI) are needed to mitigate risks while ensuring the ethical, secure, and effective implementation of AI technology in healthcare and population health. In this article, we present a synthesis of 141 binding policies applicable to AI in healthcare and population health in the EU and 10 European countries. The EU AI Act sets the overall regulatory framework for AI, while other legislations set social, health, and human rights standards, address the","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0504,Streamlining IRB review of AI human subjects research (AIHSR): the three-stage framework.,"Eto T, Miller H, Vidal D, Lifson M.",2026,10.3389/fsysb.2026.1804193,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0504.pdf,1,corpus_analitico_unico_tratado,sim,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=3; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=13",2026-08-23,validado_pelo_autor,revisão/survey,,saúde; finanças; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,38a8ae28a480de83c47344857a7c59e31dc7db84941b2429d0f34c6cfbe93e3b,"ather Miller 2 , David Vidal 3 and Mark Lifson 4 1 TechInHSR, Madison, AL, United States, 2 North Star Review Board, Seattle, WA, United States, 3 Mayo Clinic, Rochester, MN, United States, 4 Mayo Clinic, Walla Walla, WA, United States Oversight of Artificial Intelligence in Human Subjects Research (AI HSR) presents unique challenges. These challenges arise from both the non-linear and iterative nature of AI development, as well as from the way AI shifts risk from individual research subjects to larger populations affected by AI-driven decisions and data handling. Traditional Institutional Review Boards (IRBs) often struggle to keep pace with these cha","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
