"identificador","titulo","decisao_checkpoint","classificacao_final","integra_universo_407","origem_classificacao","duplicata_de","justificativa","evidencia_adjudicacao","pagina_evidencia","arquivo_pdf","hash_pdf"
"CAND-000854__2ec70de0","Copyright Law and the Lifecycle of Machine Learning Models","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The article addresses copyright law, training-data inputs, and EU regulatory interventions (CDSM exceptions, AI Act foundation-model disclosure) across an ML lifecycle that includes an LLM/NLP case study. It does not examine conversational systems, chatbot operation, guardrails, observability, human oversight, contestation, or post-deployment monitoring of conversational AI in regulated environments. It is relevant as foundational legal-regulatory context for LLM data governance rather than central evidence on conversational governance.","","","CAND-000854__2ec70de0.pdf","6dc67b1beecb5082c48186858d6a943fc7b92aaa369bc7b9c71270375cefa1c2"
"CAND-000861__7a07e764","A Categorical Archive of ChatGPT Failures","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article directly analyzes ChatGPT as a conversational dialogue system and catalogs eleven failure categories including reasoning, factual errors, math, coding, and bias, while highlighting risks, limitations, and societal implications. This supports risk-oriented governance discussion, but the provided text does not evidence operational governance mechanisms, regulated-domain deployment, audit/compliance controls, or human oversight frameworks.","","","CAND-000861__7a07e764.pdf","9ec87145716b3e0a912ba27f8c3e71e892ee486ee02fd2fd54c9d4faadcc2f1c"
"CAND-000863__bfa8f2bd","Head-to-Tail: How Knowledgeable are Large Language Models (LLMs)? A.K.A. Will LLMs Replace Knowledge Graphs?","exclude","exclusao","sim","adjudicacao_pipeline","","The paper constructs Head-to-Tail, an 18K QA benchmark, and evaluates 16 LLMs on factual knowledge across head/torso/tail entities. Although it mentions hallucinations, factuality, and briefly discusses explainability in a knowledge-graph architecture proposal, it does not study conversational systems governance, human oversight, accountability, monitoring, compliance, or regulated-sector deployment. Python triage hits for chatbot, law, logs, and explainability are weak or misleading relative to review scope.","","","CAND-000863__bfa8f2bd.pdf","b364eff727c74f7bfcde9d16ca9430e3f67181572ed94edc8509c2ef0432f7de"
"CAND-000864__1f3ce3cc","SILO Language Models: Isolating Legal Risk in a Nonparametric Datastore","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The paper directly addresses legal risk, compliance, data attribution, and opt-out for language models, which aligns partially with generative-AI governance in regulated contexts. However, it focuses on pretraining/inference architecture and corpus licensing rather than conversational systems, chatbot governance, human oversight, guardrails, observability, or regulated deployment of conversational AI.","","","CAND-000864__1f3ce3cc.pdf","ba19745182092591a0bb78acbc0e764266ea617576ce6f76958ba4c2498c7027"
"CAND-000865__3995cf72","Empowering Working Memory for Large Language Model Agents","exclude","exclusao","sim","adjudicacao_pipeline","","Although the text discusses LLMs, sequential interactions, dialog episodes, and multi-agent systems, its central focus is cognitive memory architecture (Working Memory Hub, Episodic Buffer) rather than governance of conversational AI. Security is mentioned only as a future research need, with no treatment of risk control, compliance, observability, supervision, or regulated domains. Therefore it falls outside the review scope on conversational governance in regulated LLM systems.","","","CAND-000865__3995cf72.pdf","c19b770736d605fde2eca8f30598402872d730dc7ae0fc5fb465d190d27b3e8b"
"CAND-000881__43b8632f","ENVIRONMENTAL, SOCIAL, AND GOVERNANCE (ESG) PRACTICE AND FIRM PERFORMANCE: AN INTERNATIONAL EVIDENCE","exclude","exclusao","sim","adjudicacao_pipeline","","Although the text repeatedly uses governance, compliance, risk, and industry terms, governance refers to corporate ESG reporting and investor sustainability metrics, not conversational or AI system governance. No LLM, chatbot, agent, RAG, guardrails, observability, human oversight of AI, or regulated AI deployment context appears in the supplied text. Keyword overlap from automated screening is a false positive.","","","CAND-000881__43b8632f.pdf","6c1bcc8096a7c9e73ea1c50828869a7d80765bdaa03fbb24842a75de10f6b952"
"CAND-000883__858f2ffd","The Capability of ChatGPT in Predicting and Explaining Common Drug-Drug Interactions","exclude","exclusao","sim","adjudicacao_pipeline","","Although the article uses a conversational interaction with a specific LLM in a regulated healthcare context and includes expert human review of outputs, its primary contribution is clinical effectiveness and readability of ChatGPT responses for DDI information, not governance of conversational LLM systems.","","","CAND-000883__858f2ffd.pdf","5319ce375c4d5a6aa3661d4e282d4a8bf808c203dd3b416f16c4f3aceec8c208"
"CAND-000885__14f1a882","Large language models improve clinical decision making of medical students through patient simulation and structured feedback: a randomized controlled trial","exclude","exclusao","sim","adjudicacao_pipeline","","Although the article uses LLMs for realistic medical history conversations in a regulated healthcare education context, its primary contribution is an RCT on clinical decision-making training effectiveness rather than governance of conversational LLM systems. No governance, risk control, audit, or supervisory framework is examined in the supplied excerpts.","","","CAND-000885__14f1a882.pdf","8210a5e57d7256e23d79a52052f7f0584be398797857b327789bb3600979030b"
"CAND-000893__7e42f24f","Evaluating ChatGPT-3.5 and ChatGPT-4.0 Responses on Hyperlipidemia for Patient Education","exclude","exclusao","sim","adjudicacao_pipeline","","Although the article uses specific LLMs in a regulated healthcare education context, its objective and findings concern output accuracy and readability rather than governance of conversational AI systems. No governance, oversight, risk control, or accountability frameworks are described in the available text.","","","CAND-000893__7e42f24f.pdf","547ee3da834c6422442fd42e1e973b07905aeacbf3744663e3c49768c02d0d6d"
"CAND-000895__b4e7df38","Probabilistic Tree-of-thought Reasoning for Answering Knowledge-intensive Complex Questions","exclude","exclusao","sim","adjudicacao_pipeline","","Although the paper extensively discusses LLMs and retrieval-augmented reasoning, its focus is algorithmic improvement for complex open-domain QA (negative retrieval, limited sight in CoT, probabilistic tree reasoning). No evidence in the provided text addresses chatbots, conversational systems, governance frameworks, supervision, contestability, monitoring, or regulated sectors. Explainability is mentioned only as a structural property of tree-based reasoning, not as a governance mechanism.","","","CAND-000895__b4e7df38.pdf","2a45f9f2597fa5f52951eb0299580df1e6345b9b08d63b0c8f528b807b68676c"
"CAND-000897__ab98efe1","The Global Integrated World Ocean Assessment: Linking Observations to Science and Policy Across Multiple Scales","exclude","exclusao","sim","adjudicacao_pipeline","","Deterministic triage matched terms such as dialogue, trust, policy, government, education, monitoring, and deployment, but the provided text shows these refer to stakeholder dialogue, marine policy, capacity building, and observation-system deployment in ocean assessment—not to governance of LLM-based conversational systems. No evidence of chatbots, agents, RAG, guardrails, audit/logging for AI, human oversight of AI outputs, or regulated-domain conversational AI.","","","CAND-000897__ab98efe1.pdf","2876e8a0b37c025e1ee009cd47e148729a30da5bd6cace607d280657e184addb"
"CAND-000904__22e35207","Softmax Bottleneck Makes Language Models Unable to Represent Multi-mode Word Distributions","exclude","exclusao","sim","adjudicacao_pipeline","","Although the article analyzes language models (GPT-2, BERT) and their inability to represent multi-mode word distributions in ambiguous contexts, the scope is architectural and probabilistic modeling. There is no discussion of chatbots, agents, RAG, guardrails, observability, risk control, supervision, contestation, or regulated sectors. Python triage score was borderline (47.33/100, grade D) due to incidental keyword matches (e.g., bias as model parameter, law as predicted token, standard errors), not substantive governance content.","","","CAND-000904__22e35207.pdf","24bd63d50f16359c6c1368f8a104099041ebb9e9d2ff2ce395e5fdcb26914216"
"CAND-000907__0b3ab1d0","Measuring Massive Multitask Language Understanding","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","Although the benchmark includes law, morality, and ethics as evaluation subjects and reports GPT-3 weaknesses and miscalibration, the study focus is multitask language understanding measurement rather than governance of conversational LLM systems. It may serve only as foundational contextual evidence on capability gaps in legally and ethically relevant domains.","","","CAND-000907__0b3ab1d0.pdf","d3a7b0f8589f5365ebfd34a3876a9a8b3fde83e0adb9ed19ccf8f0034bb48fc1"
"CAND-000908__02cf011e","AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The provided text describes AutoGen as a technical open-source framework for building LLM applications via customizable multi-agent conversations, including optional human inputs and flexible interaction patterns. It demonstrates effectiveness across diverse example domains (mathematics, coding, QA, operations research, online decision-making, entertainment), but the excerpt contains no explicit treatment of conversational governance, accountability, compliance, audit, risk control, or regulated high-stakes environments central to the review scope.","","","CAND-000908__02cf011e.pdf","fcf8b1acae6b1bd6f14c92463caa9726828bf998234ba9f10c2411087897c96b"
"CAND-000909__8f47d20b","Measuring Faithfulness in Chain-of-Thought Reasoning","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The study empirically measures whether chain-of-thought explanations faithfully reflect LLM reasoning, with explicit links to explainability and high-stakes reliance, but it does not address conversational governance, regulated deployment, compliance, audit, human oversight systems, or post-deployment operational governance. It is best treated as foundational contextual evidence on explanation faithfulness rather than central conversational-governance evidence.","","","CAND-000909__8f47d20b.pdf","98bd5d514a25af073c382e87e9b230d81c74f024db5c8b5388769dc8e4dcca2c"
"CAND-000916__e81fd7f2","A Unified Framework of Five Principles for AI in Society","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The article offers a high-value foundational ethics and accountability framework for AI in society, including explicability as intelligibility plus accountability, but the provided text contains no conversational systems, chatbots, agents, RAG, guardrails, observability, or LLM-specific governance mechanisms relevant to the review's central focus.","","","CAND-000916__e81fd7f2.pdf","f832f11d9e9c87a8eaf079f11387367f2977453087b273872a43fe075ece9ed1"
"CAND-000919__35957652","Consumers and Artificial Intelligence: An Experiential Perspective","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The paper offers a pre-LLM conceptual framework for consumer interactions with AI, including chatbots and voice assistants, and discusses policy, privacy, discrimination, and trust. It does not address LLM-based conversational systems or operational governance mechanisms in regulated high-stakes deployments, so it is better treated as foundational contextual evidence than central evidence for the review.","","","CAND-000919__35957652.pdf","1059067b9c458c0db1bdbdf7464b3aebfe941d0e2649f8fd551640cce2f36af1"
"CAND-000921__97ab2954","Sustainable AI: AI for sustainability and the sustainability of AI","exclude","exclusao","sim","adjudicacao_pipeline","","The article proposes a definition of Sustainable AI and a third wave of AI ethics centered on environmental impact. Although it mentions governance across the AI product lifecycle and responsible AI, it does not examine chatbots, agents, RAG, guardrails, observability, human oversight, or compliance mechanisms for conversational systems in regulated domains.","","","CAND-000921__97ab2954.pdf","089eecd3d5640878fa6921601f97856063945fbeb330dd1c188943bb12ab603e"
"CAND-000929__df363fe4","A Review on Large Language Models: Architectures, Applications, Taxonomies, Open Issues and Challenges","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The article is a broad narrative review of LLMs covering architectures, training, applications, and deployment challenges. The available text confirms sector applications including healthcare and education, but does not specifically address conversational governance, accountability, guardrails, observability, human oversight, or compliance mechanisms for conversational LLM systems in regulated environments. It is better suited as contextual/background evidence on LLMs than as central evidence for the review scope.","","","CAND-000929__df363fe4.pdf","8baa740705a47f3b45f5704ddac393dd3903d79e89b7a67546c131d9201517d0"
"CAND-000942__f4af10e2","Review Chatbot for Health Care and Oncology Applications Using Artificial Intelligence and Machine Learning: Systematic Review","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The article is a 2021 systematic review of chatbots in health care and oncology using AI/ML, covering literature from 2000-2020. It addresses regulated healthcare contexts and mentions ethical, security, technical, and regulatory standards, but the provided text does not address LLM-based systems or conversational governance mechanisms such as guardrails, observability, accountability frameworks, or operational governance. It offers contextual background rather than central evidence for LLM conversational governance.","","","CAND-000942__f4af10e2.pdf","2975927297d5a457444ce94402bd6d615c000083a2d8c8db0a5c69c5ec7c5428"
"CAND-000954__91093bd7","Leveraging ChatGPT and Other Generative Artificial Intelligence (AI)-Based Applications in the Hospitality and Tourism Industry: Practices, Challenges, and Research Agenda","exclude","exclusao","sim","adjudicacao_pipeline","","Although the paper explicitly discusses ChatGPT and generative AI and mentions challenges from the perspectives of companies, customers, and regulators, the provided evidence is limited to front matter and abstract. The focus is sectoral adoption in hospitality and tourism rather than conversational AI governance in regulated environments. No explicit treatment of guardrails, observability, human oversight, accountability frameworks, or compliance-oriented conversational system design appears in the supplied text.","","","CAND-000954__91093bd7.pdf","209156711cd1157ce50592759433c98cce4c75b09bd8d7347c9716422727cf96"
"CAND-000957__954eb98d","Tutorial: Prompt Engineering as an Important Emerging Skill for Medical Professionals","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The provided text describes a JMIR tutorial summarizing prompt engineering research and offering practical recommendations for health care professionals using LLMs. It addresses LLMs, generative AI, and health care, with keywords referencing chatbots and conversational agents, but contains no explicit treatment of conversational governance, accountability, oversight, compliance, guardrails, audit, or monitoring in the excerpt supplied.","","","CAND-000957__954eb98d.pdf","30bbadc5006e6f6ffbef1fbe55de0bfc5377b8edadc0afa312b067a0e34474b6"
"CAND-000973__92b52521","Generative AI for Transformative Healthcare: A Comprehensive Study of Emerging Models, Applications, Case Studies and Limitations","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article is a broad healthcare-focused survey of generative AI and LLM applications, case studies, and limitations. It mentions medical chatbots and governance-adjacent challenges such as privacy, bias, and professional expertise in decision making, but the provided text does not center conversational governance, guardrails, observability, audit, human oversight mechanisms, or accountability frameworks for conversational systems. It may support regulated-domain and LLM context but is unlikely to serve as central evidence for conversational governance.","","","CAND-000973__92b52521.pdf","068c7c2d63826c4ae68d5c459c09d42c1604f4f913105055a8fe644d9fad3c4b"
"CAND-000979__8808489d","Mental-LLM: Leveraging Large Language Models for Mental Health Prediction via Online Text Data","exclude","exclusao","sim","adjudicacao_pipeline","","Although the article uses specific LLMs in a regulated-adjacent health domain and briefly notes ethical risks, bias, and deployability limitations, the provided text frames the work as comprehensive model evaluation and performance comparison rather than conversational governance in regulated environments. Python triage over-weighted generic LLM, ethics, and health terms without confirming governance or conversational-system focus.","","","CAND-000979__8808489d.pdf","d41647b9513fe8949fd37db0ce154cddaabeab46847063546848b82ae05e7074"
"CAND-000980__a7082414","Optimization of hepatological clinical guidelines interpretation by large language models: a retrieval augmented generation-based framework","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article provides empirical evidence on LLM+RAG optimization for clinical guideline interpretation in regulated healthcare (HCV management) with expert-reviewed accuracy evaluation. It is relevant to operational technical governance of knowledge delivery via RAG and prompt engineering, but the provided text does not address conversational governance, guardrails, auditability, accountability, human oversight in deployment, or post-deployment monitoring as primary objects of study. Dialogue systems are mentioned only as prior LLM application context, not as the studied system.","","","CAND-000980__a7082414.pdf","8e9ed482cb8f51d1576c45648ab640422ce943db71eec46e82ba7adf79af1dc2"
"CAND-000985__85aeb890","The Opportunities and Risks of Large Language Models in Mental Health","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","Viewpoint article that summarizes extant literature on LLM use in mental health and explicitly addresses risks, mitigation strategies, responsible development/testing/deployment, ethical standards, and stakeholder involvement in a regulated health domain. Relevant to governance themes but not focused on conversational system governance mechanisms; only front matter was available for appraisal.","","","CAND-000985__85aeb890.pdf","b33609a8691b8a3197e39b37efe7ea1424aefa4f78c5e412d0ac7aa6bd554c55"
"CAND-000986__200a1f0f","From Words to Watts: Benchmarking the Energy Costs of Large Language Model Inference","exclude","exclusao","sim","adjudicacao_pipeline","","Although the paper discusses LLM deployment across domains such as law, finance, and medicine, its primary objective and contribution are experimental measurement of inference performance and energy utilization for LLaMA on GPUs. The provided text contains no substantive treatment of conversational governance, guardrails, observability for accountability, human oversight, audit, compliance, or risk control in conversational systems.","","","CAND-000986__200a1f0f.pdf","6a5bc05ede1ee1161df2f1224542a230d8445ba72356f182a710b895c92bbf21"
"CAND-001017__af7d2791","Benchmarking large language models for congenital cataract parent counseling: safety, readability, and knowledge translation of developmental and genetic information","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The study provides empirical comparative evidence on safety, readability, and counseling quality of conversational LLMs in a regulated healthcare setting, with blinded expert oversight and standardized querying. However, the provided text focuses on clinical content benchmarking rather than conversational governance mechanisms such as guardrails, auditability, compliance frameworks, accountability structures, or post-deployment operational governance.","","","CAND-001017__af7d2791.pdf","2919b679a3553d9d284024833f65b67e8eeafa119ce235803decf4934ec78849"
"CAND-001020__5357a302","Productivity of incident management with conversational bots-a review","borderline","exclusao","sim","adjudicacao_manual_v2","","Revisão de bots conversacionais de 2019 a 2022 voltada a produtividade e gestão de incidentes. Não apresenta especificidade de LLM nem mecanismos de governança, auditoria, accountability ou supervisão exigidos pelo escopo.","The present work is a systematic literature review that collects articles from 2019 to 2022","1","CAND-001020__5357a302.pdf","fa8f22f2827e2c9b83ba4b3026d8852e7425cdd44c3b284989419505655278cc"
"CAND-001033__b527c44f","Leveraging Foundation Models in Maternal and Child Health: A Systematic Review","exclude","exclusao","sim","adjudicacao_pipeline","","Although the article is a systematic review covering foundation models and LLMs (including ChatGPT) in regulated healthcare (MCH), the stated objective and reported scope center on clinical task performance, multimodal integration, diagnostics, and documentation. The provided text contains no substantive treatment of conversational governance mechanisms such as guardrails, observability, audit, human oversight, contestation, compliance controls, or post-deployment monitoring of conversational AI systems. Term overlap from automated triage (e.g., ChatGPT, dialogue) reflects incidental mentions within included primary studies, not the review's governing focus.","","","CAND-001033__b527c44f.pdf","415313f3fabf08231703c15a30b4ad5a9f498a8e6aeaae0f98137992fe3e1507"
"CAND-001035__897afc12","Navigating the Wicked Policy Problem: An In-Depth Analysis of Policy Dilemmas and Innovative Approaches for Effective Problem Solving","exclude","exclusao","sim","adjudicacao_pipeline","","The article conceptually analyzes wicked policy problems and public-policy strategies such as policy networks, collaborative governance, policy entrepreneurship, decentralization, and street-level bureaucrats. Provided text contains no mention of large language models, generative AI, conversational interfaces, or governance mechanisms for AI systems in regulated technical environments. Governance matches are limited to public-administration and multi-level governance discourse.","","","CAND-001035__897afc12.pdf","ab54322de973e2b197c1c71a4bae9279c3893f7fb62006a0d2fa535b8b6e232f"
"CAND-001038__3f5a3c69","Large Language Models in Portuguese for Healthcare: A Systematic Review","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The study is a systematic review of Portuguese LLMs in healthcare with clear regulated-domain relevance and brief mention of conversational agents and privacy gaps, but the provided text does not center on conversational governance, guardrails, oversight, accountability, or compliance mechanisms required for central evidence in this review scope.","","","CAND-001038__3f5a3c69.pdf","a98f7c784af64abde3cc53d37acc955221ec4f8ed55c1c89d594c13771de36a9"
"CAND-001051__39543eeb","Large language models in portuguese for healthcare: a systematic review","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article is a systematic review of Portuguese healthcare LLMs with clear regulated-domain relevance and brief mention of conversational agents as an application type. However, the provided text does not address conversational governance, accountability, guardrails, human oversight, audit, compliance, or related governance mechanisms as a primary focus.","","","CAND-001051__39543eeb.pdf","04b8f394c84172902b60ad1607f97d9ada490f66d9a30ccc88b2c40d47844e8b"
"CAND-001082__0211c2e2","Adding Recurrence to Pretrained Transformers for Improved Efficiency and Context Size","exclude","exclusao","sim","adjudicacao_pipeline","","The article proposes and evaluates a recurrence module for pretrained transformers to improve memory efficiency and context size on language modeling corpora. Provided text contains no discussion of conversational systems, chatbots, agents, guardrails, audit, compliance, human oversight, or governance in regulated settings. Matches to education, government, law, and trust in automated screening come from PG-19 text continuations, not from the study's domain or aims.","","","CAND-001082__0211c2e2.pdf","e5a0a336b560300289de5e64bd1603d28484c4ed9d03e4f1297bc33973dc44cb"
"CAND-001131__5f6272a4","Open Banking Foundational Model: Learning Language Representations from Few Financial Transactions","exclude","exclusao","sim","adjudicacao_pipeline","","Although published in a workshop on LLMs and Generative AI for Finance and using language-model terminology, the paper focuses on BERT-style masked language modeling of transaction histories for fraud, credit risk, and customer insights. The provided text contains no discussion of chatbots, agents, RAG, guardrails, observability, audit, human oversight, compliance governance, or conversational control in regulated settings.","","","CAND-001131__5f6272a4.pdf","c7a3847daa1931e4f025750ffc8411aa834963c183c7e1a03a57c7a0f23be226"
"CAND-001144__6f0014d1","Editorial governance under pressure: Wikipedia's revert dynamics during the 2024 US election","exclude","exclusao","sim","adjudicacao_pipeline","","Although the text references LLMs as training-data consumers of Wikipedia and discusses editorial governance, misinformation, and revert mechanisms, the empirical object is community editing on Wikipedia pages during a political cycle. The review scope requires governance of conversational LLM systems; this paper addresses upstream encyclopedia editorial governance rather than conversational AI governance.","","","CAND-001144__6f0014d1.pdf","e3eb437c3f87128f3f6e7eacf160a754ab805b0bd4862c5c2254ad0b7fe50bda"
"CAND-001153__1cfcd0d8","Don't blame me: How Intelligent Support Affects Moral Responsibility in Human Oversight","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The study provides empirical evidence on how intelligent decision support that restricts intervention options affects perceived moral responsibility in human oversight of autonomous AI in safety-critical settings, with partial regulatory relevance (EU AI Act). However, the evaluated system is generic AI decision support in a drone simulation, not an LLM-based or conversational system; generative AI appears only in author acknowledgments for grammar checking.","","","CAND-001153__1cfcd0d8.pdf","dc2cd5c166fdeb109e39c11a598da23ab1437921e514e6f74dec3bc45a7de5c9"
"CAND-001155__596b523e","Marine biodiversity indicators and online data knowledge systems","exclude","exclusao","sim","adjudicacao_pipeline","","Although the text contains governance, accountability, transparency, monitoring, and generic artificial intelligence terms, these refer to ocean biodiversity policy reporting and environmental observation systems, not to conversational governance of LLM-based systems. AI is mentioned only as support for imagery and e-DNA processing in marine monitoring.","","","CAND-001155__596b523e.pdf","b7a21bcf6378b1a1950dd63797dec2a5c7b527b026479d476c6dc8d1f13139f0"
"CAND-001160__32fd8954","SARA: Leveraging LLM Agents and Jurisprudential Ontologies for Automated Legal Reasoning","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The provided text strongly supports inclusion on LLM deployment in a regulated judicial setting with explicit governance signals (traceable reasoning, explainability, compliance, bias and privacy concerns). However, no explicit conversational, chatbot, or dialogue governance mechanism is evidenced in the excerpts; the focus is automated legal reasoning and decision drafting via LLM agents rather than conversational governance.","","","CAND-001160__32fd8954.pdf","af8035bdf577f3688ff58274b5392a7c48859abb872ff1ff496c506060c78467"
"CAND-001164__97231382","Evaluation of the Performance of Generative AI Large Language Models ChatGPT, Google Bard, and Microsoft Bing Chat in Supporting Evidence-Based Dentistry: Comparative Mixed Methods Study","borderline","evidencia_apoio","sim","adjudicacao_manual_v2","","Estudo comparativo de quatro interfaces conversacionais baseadas em LLM em odontologia, com avaliação por especialistas, comparação estatística e recomendação de não substituição do julgamento profissional. Sustenta supervisão e validação em contexto clínico.","This study aims to comparatively evaluate the answers provided by 4 LLMs, namely Bard (Google LLC), ChatGPT-3.5 and ChatGPT-4 (OpenAI), and Bing Chat (Microsoft Corp), to clinically relevant questions from the field of dentistry.","1","CAND-001164__97231382.pdf","c99c067ae22438020b6f834550e15d2ffaf8cfc1acaed332bedd65a798d304e9"
"CAND-001165__5c91109d","Large Language Models and Empathy: Systematic Review","exclude","exclusao","sim","adjudicacao_pipeline","","Although the study is LLM-specific, conversational (chatbots, patient questions), and healthcare-regulated, its objective and synthesis center on empathy performance rather than governance mechanisms. Python triage flagged borderline status with governance_accountability score 1/3 and risk_audit_compliance 0/3, consistent with exclusion for the conversational governance review scope.","","","CAND-001165__5c91109d.pdf","ec49b6aee396f0973c1b7f3b906d4878adbc5202cca5cfa7e7b383c6c1cb0040"
"CAND-001166__59c2f82c","Artificial Intelligence–Based Chatbots for Promoting Health Behavioral Changes: Systematic Review","borderline","exclusao","sim","adjudicacao_manual_v2","","Revisão de chatbots de saúde baseados em IA, ML, NLU e NLP, sem especificidade de LLM e sem foco em mecanismos de governança conversacional. O objetivo é eficácia e viabilidade de mudança comportamental, fora do objeto analítico.","chatbots developed upon existing AI platforms (eg, IBM Watson Assistant [IBM Corp]) or AI algorithms, such as ML, deep learning, natural language understanding, and NLP","3","CAND-001166__59c2f82c.pdf","67116f774f00085defe31d1e669181cb08fbe6beb46d4caa6a618d580c76a2ff"
"CAND-001167__91afc62d","The ChatGPT (Generative Artificial Intelligence) Revolution Has Made Artificial Intelligence Approachable for Medical Professionals","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The article is a JMIR Viewpoint centered on how public access to ChatGPT and LLMs changed physician attitudes and accelerated generative AI products in health care. It names LLMs, chatbots, and conversational agents and briefly notes ethics-related risks, but the provided text contains no systematic treatment of conversational governance, guardrails, audit, observability, human oversight, or compliance mechanisms required for central evidence in this review.","","","CAND-001167__91afc62d.pdf","0489695c10472ab0a673b0b8eee6b637318259a257ec6057dfe2de1be9d278bb"
"CAND-001169__b49875b9","Online Health Information–Seeking in the Era of Large Language Models: Cross-Sectional Web-Based Survey Study","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The study is an empirical survey of user patterns, perceptions, and actions when seeking health information from LLM-based chatbots in a regulated health context. It provides supporting evidence on safety risks, trust, cross-checking, and cautious adherence, but the provided text does not examine conversational governance mechanisms such as guardrails, observability, audit, compliance controls, institutional oversight, or operational governance of LLM conversational systems.","","","CAND-001169__b49875b9.pdf","9cb6c591b00e1771ea03771f587586187aa3a159b0f9d7b985d6cd79071ef281"
"CAND-001170__9cc25c48","Mapping the Ethics of Generative AI: A Comprehensive Scoping Review","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","Scoping review that maps 378 normative ethical issues across 19 topic areas for generative AI including LLMs, covering fairness, safety, privacy, interaction risks, security, and alignment. Highly relevant as foundational ethical and governance framing for generative AI/LLMs, but the provided text does not focus on conversational governance, operational controls, or regulated high-stakes deployment contexts as primary objects of study.","","","CAND-001170__9cc25c48.pdf","869fbe4d466b7b0fe499230a43860bd064f6216cdc3c225331e592dcf3e1dfcf"
"CAND-001171__08bbe5ac","Find the Gap: AI, Responsible Agency and Vulnerability","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The article is a peer-reviewed philosophical analysis of responsibility gaps, trust, and governance in AI/AS. It mentions generative AI and ChatGPT and uses regulated-context illustrations (e.g., medical evaluation), but its primary focus is moral responsibility and the vulnerability gap rather than governance of conversational LLM systems in regulated operational environments.","","","CAND-001171__08bbe5ac.pdf","512b3c8c25c183f7a07951f72c6e5219084f45c57ab22e72dce3b3426d1f4615"
"CAND-001172__a56bcd2e","Imitation and Large Language Models","exclude","exclusao","sim","adjudicacao_pipeline","","Although the article clearly concerns LLMs and mentions conversational systems, its stated focus is philosophical analysis of imitation and machine understanding rather than governance of conversational AI in regulated environments. The available excerpts contain no operational, normative, or regulatory governance framework, making it outside the core scope of the review despite borderline automated screening.","","","CAND-001172__a56bcd2e.pdf","4a649fa472a469b9f8ed6c1f05cebb08549b8c3960c5ff45c8a76ea5f760b6ad"
"CAND-001173__7a96b27f","We are Building Gods: AI as the Anthropomorphised Authority of the Past","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The article is a peer-reviewed conceptual-theoretical essay arguing that LLMs should be interpreted as anthropomorphised authority of the past, with normative critique of bias, unpredictability, privacy, and democratic freedom. It mentions LLMs and chatbots but, in the text provided, does not examine conversational governance mechanisms, operational controls, audit/observability, compliance implementation, or LLM deployment in regulated high-stakes environments.","","","CAND-001173__7a96b27f.pdf","fa1fa61eb8f9f9b255574edd44aa0b8ce1389733283e0b56b57ba67f1ed300ce"
"CAND-001174__90d88616","The Switch, the Ladder, and the Matrix: Models for Classifying AI Systems","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The article directly addresses AI governance material scope through a comparative review of classification models (Switch, Ladder, Matrix), which is relevant to governance framing in regulated settings. However, the provided text contains no focus on conversational systems, chatbots, agents, LLMs, RAG, guardrails, observability, or other operational conversational governance mechanisms central to the review scope.","","","CAND-001174__90d88616.pdf","60cab66cf82db2ac49e6fdb8616dd14190325df10bc2e7e5a45e208c99c5f178"
"CAND-001177__aac65e43","How ChatGPT Changed the Media's Narratives on AI: A Semi-automated Narrative Analysis Through Frame Semantics","exclude","exclusao","sim","adjudicacao_pipeline","","Although the article is empirically rigorous and centrally features ChatGPT/LLMs, its object of study is public media framing rather than conversational AI governance in regulated settings. Keyword overlap with governance, risk, and regulated domains reflects discourse content in news articles, not implementation or governance of regulated conversational systems.","","","CAND-001177__aac65e43.pdf","aebc1d78ab99a8ed3b8b66a31321620ec4c6635267aa3c3512a25dfe4ee9f980"
