identificador,titulo,classificacao_publicada,status_checkpoint_historico,estudo_id_pipeline,decisao_llm,decisao_consenso,evidencias_validas_pipeline,evidencias_invalidas_pipeline,metodo_verificacao_v2_final,evidencia_verificada,pagina_verificada,secao_verificada,finalidade_evidencia,status_verificacao_v2_final,observacao,alerta_historico_flag,ancora_normalizada_alerta_flag,evidencia_alternativa_alerta_flag,pendencia_flag
CAND-001051__39543eeb,Large language models in portuguese for healthcare: a systematic review,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_d56fae3c9039,supporting_evidence,supporting_evidence,7,1,evidencia_alternativa_literal_normalizada_no_texto_integral,"We identified 32 models, mostly based on BERTimbau, mBERT, and BioBERTpt.",1,abstract,synthesis,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,0,1,0
CAND-001153__1cfcd0d8,Don't blame me: How Intelligent Support Affects Moral Responsibility in Human Oversight,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_c0d56a3ea01c,supporting_evidence,supporting_evidence,10,2,correspondencia_literal_normalizada_no_texto_integral,"The goal of our study was to investigate how a decision support system that restricted available interventions would affect overseer's perceived moral responsibility, in particular in cases where the support errs.",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-001160__32fd8954,SARA: Leveraging LLM Agents and Jurisprudential Ontologies for Automated Legal Reasoning,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_4c07d8281fb7,supporting_evidence,supporting_evidence,5,5,evidencia_alternativa_literal_normalizada_no_texto_integral,"Module 4 handles the integration with the Jurisprudential Knowledge Graph (Jur-KG), enabling the retrieval of legally and co",3,unclear,coding,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,0,1,0
CAND-001164__97231382,"Evaluation of the Performance of Generative AI Large Language Models ChatGPT, Google Bard, and Microsoft Bing Chat in Supporting Evidence-Based Dentistry: Comparative Mixed Methods Study",evidencia_apoio,verificada_manual_v2,S_7eb132c2d81e,borderline,borderline,11,0,correspondencia_literal_normalizada_no_texto_integral,"This study aims to comparatively evaluate the answers provided by 4 LLMs, namely Bard (Google LLC), ChatGPT-3.5 and ChatGPT-4 (OpenAI), and Bing Chat (Microsoft Corp), to clinically relevant questions from the field of dentistry.",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-001169__b49875b9,Online Health Information–Seeking in the Era of Large Language Models: Cross-Sectional Web-Based Survey Study,evidencia_apoio,checkpoint_sem_alerta,S_29eaf93d799a,supporting_evidence,supporting_evidence,10,0,correspondencia_literal_normalizada_no_texto_integral,"As large language model (LLM)–based chatbots such as ChatGPT (OpenAI) grow in popularity, it is essential to understand their role in delivering online health information",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-001180__d1d9d60f,"A survey on augmenting knowledge graphs (KGs) with large language models (LLMs): models, evaluation metrics, benchmarks, and challenges",evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_09ae7dae8f2e,supporting_evidence,supporting_evidence,9,2,correspondencia_literal_normalizada_no_texto_integral,Discover Artificial Intelligence Review A survey on augmenting knowledge graphs (KGs) with large language models (LLMs),1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-001181__6896e932,Perspective LLM potentiality and awareness: a position paper from the perspective of trustworthy and responsible AI modeling,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_734add58ad16,supporting_evidence,supporting_evidence,9,1,correspondencia_literal_normalizada_no_texto_integral,This position paper explores the potentiality of LLM from diverse perspectives as well as the associated risk factors with awareness.,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-001186__f34f703d,Research Challenges with developing and deploying AI models and applications in industrial systems,evidencia_apoio,checkpoint_sem_alerta,S_85c19e6e27c2,supporting_evidence,supporting_evidence,12,0,correspondencia_literal_normalizada_no_texto_integral,Discover Artificial Intelligence (2024) 4:55 | https://doi.org/10.1007/s44163-024-00151-2,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-001187__5168c21d,AI chatbots in programming education: guiding success or encouraging plagiarism,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_238183623a92,supporting_evidence,supporting_evidence,9,1,correspondencia_literal_normalizada_no_texto_integral,The customized AI programming assistant was developed by the authors using GPT based Large Language Model (LLM). A one group pretest–posttest quasi-experimental design was utilized,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-001191__21ba785e,AI hype as a cyber security risk: the moral responsibility of implementing generative AI in business,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_500ff5f6e019,supporting_evidence,supporting_evidence,6,2,correspondencia_literal_normalizada_no_texto_integral,ORIGINAL RESEARCH AI and Ethics (2024) 4:791–804,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-001192__67b84ea6,"Right to be forgotten in the Era of large language models: implications, challenges, and solutions",evidencia_apoio,checkpoint_sem_alerta,S_a5bcac751359,supporting_evidence,supporting_evidence,9,0,evidencia_alternativa_literal_normalizada_no_texto_integral,"recent advancements in Generative AI, such as Large Language Models, possess the ability to reproduce their training data.",3,2 Data practices of advanced AI technologies,synthesis,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-001198__717c90f5,Systematic literature review on bias mitigation in generative AI,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_dc0b53b00d6f,supporting_evidence,supporting_evidence,8,1,correspondencia_literal_normalizada_no_texto_integral,Systematic literature review on bias mitigation in generative AI,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-001199__93ed631a,AI chatbots not yet ready for clinical use,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_13792eae18cf,supporting_evidence,supporting_evidence,7,1,correspondencia_literal_normalizada_no_texto_integral,TYPE Perspective PUBLISHED 12 April 2023,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-001200__575d2c36,Use of large language model-based chatbots in managing the rehabilitation concerns and education needs of outpatient stroke survivors and caregivers,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_49be1439bc7d,supporting_evidence,supporting_evidence,8,1,correspondencia_literal_normalizada_no_texto_integral,"We sought to evaluate the performance of two well-known, freely-accessible chatbots, ChatGPT and Google Bard",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-001201__476c8398,Large language models in real-world clinical workflows: a systematic review of applications and implementation,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_25ef6b4dfea0,supporting_evidence,supporting_evidence,12,3,correspondencia_literal_normalizada_no_texto_integral,This systematic review aims to evaluate the literature on real-world implementation of LLMs in clinical workflows,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-001202__5c7e0c42,Balancing risks and benefits: clinicians' perspectives on the use of generative AI chatbots in mental healthcare,evidencia_central,checkpoint_com_alerta: llm_evidence_not_found,S_b1147dc6eda0,central_evidence,central_evidence,5,5,correspondencia_literal_normalizada_no_texto_integral,This paper aimed to explore the perspectives of mental health clinicians regarding the risks and benefits of integrating generative-AI chatbots into the mental health landscape.,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-001205__a8b86643,"Privacy, ethics, transparency, and accountability in AI systems for wearable devices",evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_a014236ee949,supporting_evidence,supporting_evidence,8,2,correspondencia_literal_normalizada_no_texto_integral,REVIEWED BY Catherine Knibbs,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-001206__49a944da,Diagnostic efficacy of large language models in the pediatric emergency department: a pilot study,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_2b630b3a6784,supporting_evidence,supporting_evidence,8,1,correspondencia_literal_normalizada_no_texto_integral,TYPE Original Research PUBLISHED 01 July 2025 DOI 10.3389/fdgth.2025.1624786,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-001208__fe9a4392,A study of generative large language model for medical research and healthcare,evidencia_apoio,checkpoint_sem_alerta,S_5a112fa1cd7a,supporting_evidence,supporting_evidence,8,0,correspondencia_literal_normalizada_no_texto_integral,"This study develops a generative clinical LLM, GatorTronGPT, using 277 billion words of text",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-001209__c6e6f6fb,Large language models propagate race-based medicine,evidencia_apoio,checkpoint_sem_alerta,S_0b5aa0fb8386,supporting_evidence,supporting_evidence,10,0,correspondencia_literal_normalizada_no_texto_integral,"The objective of this study is to assess whether four commercially available large language models (LLMs) propagate harmful, inaccurate, race-based content",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",0,0,0,0
CAND-001211__b0891538,A framework for human evaluation of large language models in healthcare derived from literature review,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_172a5f06a531,supporting_evidence,supporting_evidence,9,1,correspondencia_literal_normalizada_no_texto_integral,"Our literature review of 142 studies shows gaps in reliability, generalizability, and applicability of current human evaluation practices.",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-001212__bd446b72,Foundation metrics for evaluating effectiveness of healthcare conversations powered by generative AI,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_166d0326d6e1,supporting_evidence,supporting_evidence,9,2,correspondencia_literal_normalizada_no_texto_integral,npj | digital medicine Perspective Published in partnership with Seoul National University Bundang Hospital https://doi.org/10.1038/s41746-024-01074-z Foundation metrics for evaluating effectiveness of healthcare conversations powered by generative AI,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-001213__c09e4de8,Generative AI and large language models in health care: pathways to implementation,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_173560b5ea41,supporting_evidence,supporting_evidence,11,1,correspondencia_literal_normalizada_no_texto_integral,EDITORIAL OPEN Generative AI and large language models in health care: pathways to implementation,1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
CAND-001214__a043f171,Evaluating large language models as agents in the clinic,evidencia_apoio,checkpoint_com_alerta: llm_evidence_not_found,S_84209068a269,supporting_evidence,supporting_evidence,8,2,correspondencia_literal_normalizada_no_texto_integral,"npj | digital medicine Comment Published in partnership with Seoul National University Bundang Hospital https://doi.org/10.1038/s41746-024-01083-y Evaluating large language models as agents in the clinic Nikita Mehandru, Brenda Y. Miao, Eduardo Rodriguez Almaraz, Madhumita Sushil, Atul J. Butte & Ahmed Alaa",1,registrada_no_inventario,ancora_publicada,verificada_v2_final,"Trecho localizado após normalização Unicode, de espaços e pontuação; a decisão científica não foi inferida apenas pela confiança do LLM.",1,1,0,0
