"identificador","titulo","autores","ano","veiculo","doi_ou_url","fonte_recuperacao","estrategia","decisao_fonte","classificacao_publicada","setor","camadas","arquivo_pdf","hash_pdf","status_evidencia","observacao_reconciliacao"
"CAND-001169__b49875b9","Online Health Information–Seeking in the Era of Large Language Models: Cross-Sectional Web-Based Survey Study","Hye Sun Yun; Timothy Bickmore","2025","Journal of Medical Internet Research","10.2196/68560","checkpoint_results.jsonl","consultar logs de busca","supporting_evidence","evidencia_apoio","health care / consumer health information","end_user_layer | information_source_comparison","CAND-001169__b49875b9.pdf","9cb6c591b00e1771ea03771f587586187aa3a159b0f9d7b985d6cd79071ef281","verificada conforme registro",""
"CAND-001180__d1d9d60f","A survey on augmenting knowledge graphs (KGs) with large language models (LLMs): models, evaluation metrics, benchmarks, and challenges","Nourhan Ibrahim; Samar Aboulela; Ahmed Ibrahim; Rasha Kashef","2024","Discover Artificial Intelligence","10.1007/s44163-024-00175-8","checkpoint_results.jsonl","consultar logs de busca","supporting_evidence","evidencia_apoio","healthcare, finance, telecommunications, e-commerce","knowledge layer | model integration layer | retrieval layer","CAND-001180__d1d9d60f.pdf","06c7fabdd9dab1c5881673520067b20d4f1b1031c08f40db75fbd4625bef9b87","llm_evidence_not_found",""
"CAND-001181__6896e932","Perspective LLM potentiality and awareness: a position paper from the perspective of trustworthy and responsible AI modeling","Iqbal H. Sarker","2024","Discover Artificial Intelligence","10.1007/s44163-024-00129-0","checkpoint_results.jsonl","consultar logs de busca","supporting_evidence","evidencia_apoio","finance, business, healthcare, cybersecurity","application_layer | ethical_governance_layer | model_risk_layer","CAND-001181__6896e932.pdf","404ed4ca91bf5fba3422fa888d543b0532f2904a3094e6a66f826c9a87a94daa","llm_evidence_not_found",""
"CAND-001186__f34f703d","Research Challenges with developing and deploying AI models and applications in industrial systems","Sudhi Sinha; Young M. Lee","2024","Discover Artificial Intelligence","10.1007/s44163-024-00151-2","checkpoint_results.jsonl","consultar logs de busca","supporting_evidence","evidencia_apoio","industrial systems / manufacturing and related industrial domains","human_capacity_building | operations_deployment | policy_compliance","CAND-001186__f34f703d.pdf","3e12fa094509eb3475c1d8263a8442658f0f54d077d1bb6544df62ad7d6b0055","verificada conforme registro",""
"CAND-001187__5168c21d","AI chatbots in programming education: guiding success or encouraging plagiarism","Gökhan Akçapınar; Elif Sidan","2024","Discover Artificial Intelligence","10.1007/s44163-024-00203-7","checkpoint_results.jsonl","consultar logs de busca","supporting_evidence","evidencia_apoio","higher education","interaction_layer | risk_layer","CAND-001187__5168c21d.pdf","983698f8db1d4ceb53b0e206c730ff73629f4544f1ef11fde968a3792ed5bc34","llm_evidence_not_found",""
"CAND-001191__21ba785e","AI hype as a cyber security risk: the moral responsibility of implementing generative AI in business","Declan Humphreys","2024","AI and Ethics","10.1007/s43681-024-00443-4","checkpoint_results.jsonl","consultar logs de busca","supporting_evidence","evidencia_apoio","business","deployment governance | ethics and accountability | risk and security","CAND-001191__21ba785e.pdf","e61b328d0376742f132dedff43325bd9b96eb9661aea4064057aaf87d4f62266","llm_evidence_not_found",""
"CAND-001192__67b84ea6","Right to be forgotten in the Era of large language models: implications, challenges, and solutions","Dawen Zhang; Pamela Finckenberg-Broman; Thong Hoang; Shidong Pan; Zhenchang Xing; Mark Staples; Xiwei Xu","2024","AI and Ethics","10.1007/s43681-024-00573-9","checkpoint_results.jsonl","consultar logs de busca","supporting_evidence","evidencia_apoio","AI technology and data protection law","deployment controls | model training | post-training correction | training data ingestion","CAND-001192__67b84ea6.pdf","ff68bfdb3b8aa8ed99efdaa3c85c63fe22a6fbfd13a88df4b290bdc58c39ccf7","verificada conforme registro",""
"CAND-001198__717c90f5","Systematic literature review on bias mitigation in generative AI","Juveria Afreen; Mahsa Mohaghegh; Maryam Doborjeh","2025","AI and Ethics","10.1007/s43681-025-00721-9","checkpoint_results.jsonl","consultar logs de busca","supporting_evidence","evidencia_apoio","multiple domains including text, image, audio, video; references to healthcare, transportation, and finance for LLM use","deployment monitoring | model development lifecycle | training data","CAND-001198__717c90f5.pdf","203ea74c5467e1448b77d1601205e55144fa37e3fa107ce2841d9617b0d2fe40","llm_evidence_not_found",""
"CAND-001199__93ed631a","AI chatbots not yet ready for clinical use","Joshua Au Yeung; Zeljko Kraljevic; Akish Luintel; Alfred Balston; Esther Idowu; Richard J. Dobson; James T. Teo","2023","Frontiers in Digital Health","10.3389/fdgth.2023.1161098","checkpoint_results.jsonl","consultar logs de busca","supporting_evidence","evidencia_apoio","healthcare","risk_safety","CAND-001199__93ed631a.pdf","5359756e6d0350bd135bb73e5e989ed46b0fb1ceb5fe948697a1b6b8bd92782e","llm_evidence_not_found",""
"CAND-001200__575d2c36","Use of large language model-based chatbots in managing the rehabilitation concerns and education needs of outpatient stroke survivors and caregivers","Jin Rui Edmund Neo, Joon Sin Ser, San San Tay","2024","Frontiers in Digital Health","10.3389/fdgth.2024.1395501","checkpoint_results.jsonl","consultar logs de busca","supporting_evidence","evidencia_apoio","healthcare","application_layer | risk_and_safety_layer","CAND-001200__575d2c36.pdf","519efaefe2d1c48188c5219833f05cdb74f27647dbf8f3770cc3fb8ea774c559","llm_evidence_not_found",""
"CAND-001201__476c8398","Large language models in real-world clinical workflows: a systematic review of applications and implementation","Yaara Artsi, Vera Sorin, Benjamin S. Glicksberg, Panagiotis Korfiatis, Girish N. Nadkarni, Eyal Klang","2025","Frontiers in Digital Health","10.3389/fdgth.2025.1659134","checkpoint_results.jsonl","consultar logs de busca","supporting_evidence","evidencia_apoio","healthcare","deployment | human_oversight | monitoring | risk_and_safety","CAND-001201__476c8398.pdf","8d2eb511312672658e19bbfb9453be09de6e10c0db90572e603433dae1913b7f","llm_evidence_not_found",""
"CAND-001205__a8b86643","Privacy, ethics, transparency, and accountability in AI systems for wearable devices","Petar Radanliev","2025","Frontiers in Digital Health","10.3389/fdgth.2025.1431246","checkpoint_results.jsonl","consultar logs de busca","supporting_evidence","evidencia_apoio","healthcare; wearable health technology","data processing pipeline | principles | regulatory alignment | technical mechanisms","CAND-001205__a8b86643.pdf","1c7e07dea4c9916d5bccc17ddcec7dbb54bd940647aa7f241fbd4724a937cd10","llm_evidence_not_found",""
"CAND-001206__49a944da","Diagnostic efficacy of large language models in the pediatric emergency department: a pilot study","Del Monte, F., Barolo, R., Circhetta, M., Delmonaco, A. G., Castagno, E., Pivetta, E., Bergamasco, L., Franco, M., Olmo, G., & Bondone, C.","2025","Frontiers in Digital Health","10.3389/fdgth.2025.1624786","checkpoint_results.jsonl","consultar logs de busca","supporting_evidence","evidencia_apoio","healthcare","application_layer","CAND-001206__49a944da.pdf","f9a23d688c9269ff6bcba490a5fc1ff1cd86cae4355e4452fc635ec3664886d4","llm_evidence_not_found",""
"CAND-001208__fe9a4392","A study of generative large language model for medical research and healthcare","Cheng Peng, Xi Yang, Aokun Chen, Kaleb E. Smith, Nima PourNejatian, Anthony B. Costa, Cheryl Martin, Mona G. Flores, Ying Zhang, Tanja Magoc, Gloria Lipori, Duane A. Mitchell, Naykky S. Ospina, Mustafa M. Ahmed, William R. Hogan, Elizabeth A. Shenkman, Yi Guo, Jiang Bian, Yonghui Wu","2023","npj Digital Medicine","10.1038/s41746-023-00958-w","checkpoint_results.jsonl","consultar logs de busca","supporting_evidence","evidencia_apoio","healthcare","human_evaluation | model_training | output_generation","CAND-001208__fe9a4392.pdf","3387ed987e11972db1a4f87edb06c4f624e9ebaa5974f3ea5368c7ae47f39a62","verificada conforme registro",""
"CAND-001209__c6e6f6fb","Large language models propagate race-based medicine","Jesutofunmi A. Omiye, Jenna C. Lester, Simon Spichak, Veronica Rotemberg, Roxana Daneshjou","2023","npj Digital Medicine","10.1038/s41746-023-00939-z","checkpoint_results.jsonl","consultar logs de busca","supporting_evidence","evidencia_apoio","healthcare","deployment context | model outputs | training data","CAND-001209__c6e6f6fb.pdf","55c78252367436a0bce94813e46d428c1cee8363c8bb666a5235ce15d78442c5","verificada conforme registro",""
"CAND-001211__b0891538","A framework for human evaluation of large language models in healthcare derived from literature review","Thomas Yu Chow Tam, Sonish Sivarajkumar, Sumit Kapoor, Alisa V. Stolyar, Katelyn Polanska, Karleigh R. McCarthy, Hunter Osterhoudt, Xizhi Wu, Shyam Visweswaran, Sunyang Fu, Piyush Mathur, Giovanni E. Cacciamani, Cong Sun, Yifan Peng, Yanshan Wang","2024","npj Digital Medicine","10.1038/s41746-024-01258-7","checkpoint_results.jsonl","consultar logs de busca","supporting_evidence","evidencia_apoio","healthcare","evaluation_workflow | human_oversight_adjudication | safety_risk_principle | trust_confidence_principle","CAND-001211__b0891538.pdf","eecd3d4a89f804219d6e17c0852ae3ff58b4974f4c92e3fa26da4bc919d957e1","llm_evidence_not_found",""
"CAND-001212__bd446b72","Foundation metrics for evaluating effectiveness of healthcare conversations powered by generative AI","Mahyar Abbasian, Elahe Khatibi, Iman Azimi, David Oniani, Zahra Shakeri Hossein Abad, Alexander Thieme, Ram Sriram, Zhongqi Yang, Yanshan Wang, Bryant Lin, Olivier Gevaert, Li-Jia Li, Ramesh Jain, Amir M. Rahmani","2024","npj Digital Medicine","10.1038/s41746-024-01074-z","checkpoint_results.jsonl","consultar logs de busca","supporting_evidence","evidencia_apoio","healthcare","language processing abilities | real-world clinical task impact | user-interactive conversation effectiveness","CAND-001212__bd446b72.pdf","e397b8ec4f02bf6a25e3c34f2465c8242ffba19d531970678f1fb4830fd45d7c","llm_evidence_not_found",""
"CAND-001213__c09e4de8","Generative AI and large language models in health care: pathways to implementation","unclear","2024","npj Digital Medicine","10.1038/s41746-023-00988-4","checkpoint_results.jsonl","consultar logs de busca","supporting_evidence","evidencia_apoio","health care","deployment | regulatory_governance | risk_control","CAND-001213__c09e4de8.pdf","de15e68565e0faf5d52a0c9a0ac7432a7ef216495bb3fdabbfaed0807f0b8efb","llm_evidence_not_found",""
"CAND-001214__a043f171","Evaluating large language models as agents in the clinic","Nikita Mehandru, Brenda Y. Miao, Eduardo Rodriguez Almaraz, Madhumita Sushil, Atul J. Butte, Ahmed Alaa","2024","npj Digital Medicine","10.1038/s41746-024-01083-y","checkpoint_results.jsonl","consultar logs de busca","supporting_evidence","evidencia_apoio","healthcare","application_layer | deployment_layer | evaluation_layer","CAND-001214__a043f171.pdf","b06ce6560f68fc3c6a14a367f835ee198bf9ae29e6665c6cf3eb96a2aa78aba8","llm_evidence_not_found",""
"CAND-000066__7d79d469","CodeHelp: Using Large Language Models with Guardrails for Scalable Support in Programming Classes","Mark Liffiton; Brad Sheese; Jaromir Savelka; Paul Denny","2023","arXiv","unclear","checkpoint_results.jsonl","consultar logs de busca","borderline","evidencia_apoio","higher_education_computing","application_interface | instructor_oversight | llm_completion_workflow | prompting_guardrails","CAND-000066__7d79d469.pdf","bbdece914babadae51447d4bbb6207c07d0b4043d892632cd509810c2cfc2d0a","llm_evidence_not_found","Incluído na contagem publicada de apoio; decisão de origem borderline requer conferência manual."
"CAND-000137__a94137df","AI-enabled clinical decision support in breast cancer care: a blinded multicenter benchmarking study comparing medically specialized with a general-purpose system","Jonas Freudenberg, Johannes Knitza, Niklas Gremke, Niklas Amann, Thomas M. Deutsch, Nikolas Tauber, Kerstin Muras, Zoe S. Oftring, Tobias Engler, Alexander Englisch, Stefan Lukac, Adriano Fabi, André S. Alves, Kristin Reinhardt, Markus Wallwiener, Moritz Kuhlmann, Jonathan Bamberger, Uwe Wagner, Sebastian Kuhn, Sebastian Griewing","2026","Journal of Medical Systems","10.1007/s10916-026-02434-w","checkpoint_results.jsonl","consultar logs de busca","borderline","evidencia_apoio","healthcare","application_layer | human_oversight_layer","CAND-000137__a94137df.pdf","2ee20bf5fbcee7d1950e8a0ac2d9fb78ce3f5035351f0806182049f5a4ee6a13","llm_evidence_not_found","Incluído na contagem publicada de apoio; decisão de origem borderline requer conferência manual."
"CAND-000186__06229924","AI and Human Reasoning: Qualitative Research in the Age of Large Language Models","Muneera Bano; Didar Zowghi; Jon Whittle","2023","The AI Ethics Journal, Volume 3, Issue 1, Fall 2023","10.47289/AIEJ20240122","checkpoint_results.jsonl","consultar logs de busca","borderline","evidencia_apoio","qualitative research methodology; voice assistant user reviews","human analyst comparison layer | model behavior and reasoning","CAND-000186__06229924.pdf","86150cd4a89ea9f7cf1313e1bc20c0d08721c2c47a4348906215226f99b2f3ea","verificada conforme registro","Incluído na contagem publicada de apoio; decisão de origem borderline requer conferência manual."
"CAND-000236__fc012562","An Integrated Observability Intelligence Framework: Bridging Semantic Data Modeling, Caching, and LLM-Powered Multi-Agent Root Cause Analysis","Chris Zhang; Kevin Coleman","2026","Research Square","10.21203/rs.3.rs-9777036/v1","checkpoint_results.jsonl","consultar logs de busca","borderline","evidencia_apoio","IT operations / cloud-native distributed systems (AIOps)","caching_layer | data_semantic_layer | multi_agent_orchestration_layer | security_enforcement_boundary","CAND-000236__fc012562.pdf","21930014796a1ee1bf85ef27ea0496b98807107c42c98d08f01c5e382c982cda","llm_evidence_not_found","Incluído na contagem publicada de apoio; decisão de origem borderline requer conferência manual."
"CAND-000256__46108cdf","From Deterministic Pipelines to Intelligent Orchestration: A Transformer-Driven Framework for LLM-Augmented DevOps Automation","Shekar Vollem","2024","International Journal of Research Publications in Engineering, Technology and Management (IJRPETM)","10.15662/IJRPETM.2024.0701009","checkpoint_results.jsonl","consultar logs de busca","borderline","evidencia_apoio","software engineering / enterprise DevOps / IT operations","automated action pipelines | observability ingestion | policy guardrails | prompt orchestration layers | retrieval-augmented reasoning","CAND-000256__46108cdf.pdf","34f37a74012999e5d940a66a2e73ea06a357c2488b2560bc66346f71bc60d319","llm_evidence_not_found","Incluído na contagem publicada de apoio; decisão de origem borderline requer conferência manual."
"CAND-000347__b299e4f4","Agentic AI systems in electrical power systems engineering: current state-of-the-art and challenges","Soham Ghosh; Gaurav Mittal","2026","Frontiers in Artificial Intelligence","10.3389/frai.2026.1814651","checkpoint_results.jsonl","consultar logs de busca","borderline","evidencia_apoio","electrical power systems engineering","architecture_and_tool_use | conceptual_taxonomy | deployment_risk_and_accountability | domain_use_cases","CAND-000347__b299e4f4.pdf","322b29ad9612a17ef9dce04d2da43dbd8146adca48c0a075ed70360f1cf02e3c","llm_evidence_not_found","Incluído na contagem publicada de apoio; decisão de origem borderline requer conferência manual."
"CAND-000349__5a731f12","Integration of Artificial Intelligence Into a Medical Curriculum: Evolving Student Perceptions and Faculty Development Challenges","Kinner L. Flaglor, Gabrielle Rueff, Paul Monaco, Antonio E. Rusinol, Mark Hernandez","2026","Cureus","10.7759/cureus.109621","checkpoint_results.jsonl","consultar logs de busca","borderline","evidencia_apoio","medical education","ethics | human oversight | policy","CAND-000349__5a731f12.pdf","3ac18a79999a5d97f3d3c95d0cb9d8de3cc9092002eab614d1bc9e121a46e557","llm_evidence_not_found","Incluído na contagem publicada de apoio; decisão de origem borderline requer conferência manual."
"CAND-000425__42253e17","Automating financial compliance with AI: A New Era in regulatory technology (RegTech)","Hariharan Pappil Kothandapani","2024","International Journal of Science and Research Archive","10.30574/ijsra.2024.11.1.0040","checkpoint_results.jsonl","consultar logs de busca","borderline","evidencia_apoio","financial services","policy_governance | risk_compliance","CAND-000425__42253e17.pdf","ccb6ef2c352cb1829a00cc1244f6c1d04e24aba2af5829b36384435f38f857f0","llm_evidence_not_found","Incluído na contagem publicada de apoio; decisão de origem borderline requer conferência manual."
"CAND-000506__83dcb25f","A data-driven governance framework for co-creation healthcare quality in public hospitals","Huu Phuc Dang; Nguyen-Kim-Thao Vo","2026","Discover Public Health","10.1186/s12982-026-02342-x","checkpoint_results.jsonl","consultar logs de busca","borderline","evidencia_apoio","public healthcare","computational analytics layer (BERTopic + LLM ABSA) | data ingestion from public reviews | governance decision-support layer | quality-framework interpretation layer (SERVQUAL, Donabedian)","CAND-000506__83dcb25f.pdf","a287268d08b86ba6cef490964db6bc049c9cfa84032f1c6e887e2024c42c1162","verificada conforme registro","Incluído na contagem publicada de apoio; decisão de origem borderline requer conferência manual."
